
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
2540   0.836537  0.698765       0.026826    0.0826163,  -0.996581    0.0008009220.000571514.74232e-05,8.29273e-05      -0.300129    {0.0170435,-0.205592}, 
2541    0.83647  0.699564      0.0267433     -0.99658, -0.0826319    0.0005709136.61692e-050.000798184,8.26154e-05      -0.426424    {-0.287218,-0.0238149}, 
2542   0.837039  0.699611       0.026661    0.0824772,  -0.996593    0.0007980540.0005689614.71757e-05,8.23081e-05      -0.300438    {0.0169501,-0.204812}, 
2543   0.836974  0.700406       0.026579    -0.996591, -0.0825056    0.0005684246.58213e-050.000795335,8.20078e-05       -0.42647    {-0.286367,-0.0237077}, 
2544    0.83754  0.700453      0.0264973    0.0824114,  -0.996598    0.0007951070.0005664864.68981e-05,8.17019e-05      -0.300715    {0.0168731,-0.204046}, 
2545   0.837475  0.701245      0.0264159    -0.996597, -0.0824298    0.0005659156.55259e-050.000792402,8.13977e-05      -0.426531    {-0.285499,-0.023614}, 
2546   0.838038  0.701292      0.0263348     0.082303,  -0.996607    0.0007922150.0005639894.66482e-05,8.10958e-05      -0.301009    {0.0167874,-0.203278}, 
2547   0.837973  0.702082       0.026254    -0.996604, -0.0823409    0.0005634586.52016e-050.000789527,8.07981e-05      -0.426587    {-0.28464,-0.0235173}, 
2548   0.838535  0.702128      0.0261735    0.0822694,   -0.99661    0.0007892430.0005615454.63956e-05,8.04968e-05       -0.30127    {0.0167183,-0.202525}, 
2549    0.83847  0.702915      0.0260933    -0.996607, -0.0823023    0.0005609696.49305e-050.000786567,8.01959e-05      -0.426658    {-0.283763,-0.0234339}, 
2550   0.839029  0.702961      0.0260134    0.0821621,  -0.996619    0.0007864150.000559066 4.6169e-05,7.98979e-05      -0.301562    {0.0166338,-0.201766}, 
2551   0.838964  0.703745      0.0259338    -0.996617, -0.0821852    0.0005585446.46135e-050.000783756,7.96075e-05      -0.426704    {-0.282923,-0.0233311}, 
2552   0.839521   0.70379      0.0258545    0.0820984,  -0.996624    0.0007835070.0005566554.59041e-05,7.93133e-05      -0.301833    {0.0165591,-0.201018}, 
2553   0.839457  0.704571      0.0257755    -0.996621, -0.0821338    0.0005560886.43247e-050.000780863,7.90197e-05       -0.42677    {-0.28206,-0.0232452}, 
2554   0.840011  0.704617      0.0256968    0.0819759,  -0.996634    0.0007807450.0005542094.56736e-05,7.87269e-05      -0.302129    {0.0164724,-0.200266}, 
2555   0.839947  0.705395      0.0256183    -0.996633, -0.0819955    0.0005536836.40022e-050.000778117,7.84439e-05      -0.426809    {-0.281237,-0.023138}, 
2556   0.840499  0.705441      0.0255402    0.0818589,  -0.996644    0.0007779570.0005518194.53995e-05,7.81555e-05      -0.302421    {0.0163874,-0.199518}, 
2557   0.840435  0.706216      0.0254623    -0.996641, -0.0818912    0.0005513116.36827e-050.000775346,7.78729e-05      -0.426858    {-0.280403,-0.0230399}, 
2558   0.840984  0.706261      0.0253847     0.081817,  -0.996647    0.0007750890.0005494594.51475e-05,7.75857e-05       -0.30268    {0.0163187,-0.198785}, 
2559   0.840921  0.707033      0.0253074    -0.996646, -0.0818374    0.0005489066.34155e-050.000772491, 7.7299e-05      -0.426922    {-0.279552,-0.0229548}, 
2560   0.841468  0.707078      0.0252304    0.0817013,  -0.996657    0.0007723260.0005470654.49211e-05,7.70157e-05       -0.30297    {0.0162349,-0.198046}, 
2561   0.841405  0.707848      0.0251537    -0.996654, -0.0817395    0.000546534  6.31e-050.000769744,7.67384e-05      -0.426972    {-0.278722,-0.0228591}, 
2562    0.84195  0.707893      0.0250772    0.0815839,  -0.996666    0.0007696280.0005447054.46734e-05,7.64557e-05      -0.303259    {0.0161512,-0.197311}, 
2563   0.841887   0.70866       0.025001    -0.996665, -0.0815974    0.0005442146.27893e-050.000767062,7.61831e-05      -0.427007    {-0.277915,-0.022753}, 
2564   0.842429  0.708704      0.0249251    0.0815175,  -0.996672    0.000766825 0.00054244.44065e-05,7.59056e-05      -0.303526    {0.0160787,-0.196586}, 
2565   0.842367  0.709469      0.0248495     -0.99667, -0.0815404    0.0005418946.25097e-050.000764273,7.56274e-05      -0.427069    {-0.277076,-0.0226684}, 
2566   0.842907  0.709513      0.0247741    0.0814959,  -0.996674    0.0007639580.000540094.41863e-05,7.53515e-05      -0.303772    {0.0160159,-0.195871}, 
2567   0.842845  0.710274      0.0246991     -0.99667, -0.0815357    0.0005395756.22594e-050.000761416,7.50722e-05      -0.427145    {-0.276219,-0.022597}, 
2568   0.843382  0.710318      0.0246243    0.0814861,  -0.996674     0.000761130.0005377784.39946e-05, 7.4797e-05      -0.304012    {0.015956,-0.195161}, 
2569    0.84332  0.711077      0.0245498    -0.996673, -0.0815031    0.0005372356.20215e-050.000758599,7.45208e-05      -0.427213    {-0.275378,-0.0225191}, 
2570   0.843856  0.711121      0.0244755    0.0813557,  -0.996685    0.0007584720.0005354474.37863e-05,7.42505e-05      -0.304303    {0.0158715,-0.194441}, 
2571   0.843794  0.711877      0.0244015    -0.996682, -0.0813885    0.0005349676.1706e-050.000755957,7.39872e-05      -0.427255    {-0.274573,-0.0224215}, 
2572   0.844327   0.71192      0.0243278    0.0812934,   -0.99669    0.0007557330.0005331924.35402e-05,7.37176e-05      -0.304563    {0.0158014,-0.193732}, 
2573   0.844266  0.712673      0.0242543    -0.996687, -0.0813281    0.0005326796.14361e-050.000753232,7.34513e-05      -0.427313    {-0.27375,-0.0223376}, 
2574   0.844797  0.712717      0.0241812    0.0811933,  -0.996698    0.0007530750.0005309154.33218e-05, 7.3184e-05      -0.304839    {0.0157241,-0.193023}, 
2575   0.844736  0.713467      0.0241082    -0.996696, -0.0812263    0.0005304446.11446e-050.000750589,7.29242e-05      -0.427358    {-0.272948,-0.0222441}, 
2576   0.845264   0.71351      0.0240356    0.0811513,  -0.996702    0.0007503520.000528691 4.3086e-05,7.26594e-05      -0.305089    {0.015659,-0.192325}, 
2577   0.845204  0.714258      0.0239632      -0.9967,   -0.08117    0.0005281776.0892e-050.000747877,7.23959e-05      -0.427417    {-0.27213,-0.0221619}, 
2578    0.84573  0.714301       0.023891    0.0810295,  -0.996712    0.0007477580.0005264344.28721e-05, 7.2135e-05      -0.305372    {0.0155781,-0.19162}, 
2579   0.845669  0.715046      0.0238192     -0.99671, -0.0810463    0.0005259416.05905e-050.000745299,7.18807e-05      -0.427454    {-0.271344,-0.022064}, 
2580   0.846194  0.715089      0.0237475    0.0808871,  -0.996723    0.0007451890.0005242114.26256e-05,7.16222e-05      -0.305663    {0.0154935,-0.190918}, 
2581   0.846133  0.715832      0.0236762     -0.99672, -0.0809233    0.0005237586.02762e-050.000742748,7.13721e-05      -0.427492    {-0.27056,-0.0219667}, 
2582   0.846655  0.715874      0.0236051     0.080848,  -0.996726    0.0007424910.0005220414.23843e-05,7.11139e-05      -0.305908    {0.0154303,-0.190231}, 
2583   0.846595  0.716614      0.0235342    -0.996724, -0.0808838    0.0005215556.00289e-05 0.00074006,7.08575e-05      -0.427554    {-0.269746,-0.0218898}, 
2584   0.847115  0.716656      0.0234636    0.0808016,   -0.99673    0.0007398330.0005198474.21854e-05,7.06017e-05      -0.306156    {0.0153659,-0.189547}, 
2585   0.847055  0.717394      0.0233933    -0.996728, -0.0808244    0.0005193725.97797e-050.000737414,7.03484e-05       -0.42761    {-0.268943,-0.0218085}, 
2586   0.847573  0.717436      0.0233232    0.0807507,  -0.996734    0.0007371740.000517673 4.1978e-05,7.00961e-05      -0.306405    {0.015301,-0.188866}, 
2587   0.847514   0.71817      0.0232533    -0.996732, -0.0807813    0.0005171895.95273e-050.000734767,6.98443e-05       -0.42767    {-0.268137,-0.0217315}, 
2588   0.848029  0.718212      0.0231837     0.080678,   -0.99674    0.0007345810.0005154994.17792e-05,6.95935e-05      -0.306662    {0.0152321,-0.188186}, 
2589    0.84797  0.718944      0.0231144    -0.996738, -0.0807015    0.0005150395.92645e-050.000732186,6.93469e-05      -0.427718    {-0.26735,-0.0216461}, 
2590   0.848483  0.718986      0.0230453    0.0806184,  -0.996745    0.0007319470.0005133594.15644e-05, 6.9099e-05      -0.306912    {0.0151662,-0.187511}, 
2591   0.848424  0.719716      0.0229764    -0.996741, -0.0806669    0.0005128565.90084e-050.000729564,6.88527e-05       -0.42778    {-0.266548,-0.0215719}, 
2592   0.848935  0.719757      0.0229078    0.0804777,  -0.996756    0.0007294980.0005111844.13705e-05,6.86044e-05      -0.307196    {0.0150846,-0.186831}, 
2593   0.848877  0.720484      0.0228394    -0.996754, -0.0805102    0.0005107575.87083e-050.000727132,6.83709e-05      -0.427804    {-0.265798,-0.0214691}, 
2594   0.849386  0.720525      0.0227713    0.0804083,  -0.996762    0.0007269440.0005090994.11212e-05,6.81263e-05      -0.307449    {0.0150176,-0.186162}, 
2595   0.849327   0.72125      0.0227034     -0.99676, -0.0804306    0.0005086595.84523e-05 0.00072459,6.78863e-05      -0.427852    {-0.26502,-0.021385}, 
2596   0.849834  0.721291      0.0226358    0.0803817,  -0.996764     0.000724310.0005070114.09118e-05,6.76449e-05      -0.307683    {0.0149593,-0.185501}, 
2597   0.849776  0.722013      0.0225684    -0.996761, -0.0804198    0.0005065085.82213e-050.000721967,6.74018e-05       -0.42792    {-0.264218,-0.0213174}, 
2598   0.850281  0.722053      0.0225012     0.080242,  -0.996775    0.0007218860.0005048684.07333e-05, 6.7161e-05      -0.307964    {0.0148792,-0.184832}, 
2599   0.850223  0.722773      0.0224343    -0.996773, -0.0802779    0.0005044625.79256e-050.000719558,6.69326e-05      -0.427947    {-0.263472,-0.0212194}, 
2600   0.850726  0.722813      0.0223676    0.0802237,  -0.996777    0.0007192920.0005028344.04972e-05,6.66941e-05      -0.308192    {0.0148233,-0.184179}, 
2601   0.850668   0.72353      0.0223011    -0.996775, -0.0802511    0.0005023645.77042e-050.000716974,6.64558e-05      -0.428009    {-0.262683,-0.0211488}, 
2602   0.851169  0.723571      0.0222349    0.0801403,  -0.996784    0.0007168030.0005007444.03153e-05,6.62202e-05      -0.308447    {0.014755,-0.183523}, 
2603   0.851111  0.724285      0.0221689    -0.996781, -0.0801693    0.0005002985.74448e-050.000714497,6.59895e-05      -0.428054    {-0.261919,-0.0210657}, 
2604    0.85161  0.724325      0.0221032    0.0800542,  -0.996791    0.0007143140.0004986884.01085e-05,6.57557e-05      -0.308702    {0.0146866,-0.182869}, 
2605   0.851553  0.725037      0.0220376    -0.996787, -0.0801019    0.0004982525.71839e-050.000712021,6.55275e-05      -0.428103    {-0.261152,-0.0209862}, 
2606    0.85205  0.725077      0.0219724    0.0800037,  -0.996795    0.0007118250.0004966513.99109e-05, 6.5294e-05      -0.308941    {0.0146254,-0.182223}, 
2607   0.851993  0.725787      0.0219073    -0.996793, -0.0800294    0.0004961865.69486e-050.000709543,6.50662e-05       -0.42815    {-0.260391,-0.020906}, 
2608   0.852487  0.725827      0.0218425    0.0798536,  -0.996807    0.0007094650.0004945943.97094e-05,6.48367e-05      -0.309222    {0.0145454,-0.181569}, 
2609   0.852431  0.726534      0.0217778    -0.996803,  -0.079894    0.0004941925.66533e-050.000707199,6.46184e-05      -0.428177    {-0.259658,-0.0208116}, 
2610   0.852923  0.726573      0.0217134    0.0798097,   -0.99681    0.0007069760.000492612 3.9483e-05,6.43894e-05      -0.309456    {0.0144862,-0.180931}, 
2611   0.852867  0.727278      0.0216493    -0.996807, -0.0798436    0.0004921785.64235e-050.000704721,6.41643e-05      -0.428229    {-0.258894,-0.0207373}, 
2612   0.853357  0.727317      0.0215853    0.0797617,  -0.996814    0.0007044870.0004906073.92973e-05, 6.3938e-05      -0.309692    {0.0144266,-0.180295}, 
2613   0.853301  0.728019      0.0215216     -0.99681, -0.0798084    0.0004901655.6191e-050.000702242,6.37147e-05      -0.428287    {-0.258128,-0.0206667}, 
2614    0.85379  0.728059      0.0214581    0.0796935,  -0.996819    0.0007020620.0004886013.91193e-05,6.34891e-05      -0.309935    {0.0143634,-0.17966}, 
2615   0.853734  0.728758      0.0213949    -0.996816, -0.0797328    0.0004881515.59498e-050.000699829,6.32708e-05      -0.428331    {-0.25738,-0.0205872}, 
2616    0.85422  0.728797      0.0213318    0.0795459,  -0.996831    0.0006997820.0004865973.89216e-05,6.30479e-05      -0.310211    {0.0142856,-0.17902}, 
2617   0.854165  0.729495       0.021269     -0.99683, -0.0795671    0.0004861895.56648e-050.000697565,6.28382e-05      -0.428347    {-0.256671,-0.0204875}, 
2618   0.854649  0.729534      0.0212064    0.0794207,  -0.996841    0.0006974620.0004846483.86847e-05,6.26188e-05      -0.310477    {0.0142124,-0.178385}, 
2619   0.854594  0.730229       0.021144     -0.99684, -0.0794413    0.0004842285.5393e-050.000695259,6.24072e-05      -0.428374    {-0.255949,-0.0203974}, 
2620   0.855077  0.730267      0.0210818     0.079303,  -0.996851    0.0006951420.0004826983.84677e-05,6.21896e-05      -0.310739    {0.014141,-0.177755}, 
2621   0.855022   0.73096      0.0210198    -0.996849, -0.0793238    0.0004822675.51269e-050.000692953,6.19792e-05      -0.428404    {-0.255227,-0.0203095}, 
2622   0.855502  0.730999       0.020958    0.0791586,  -0.996862    0.0006928470.0004807473.82552e-05,6.17634e-05      -0.311011    {0.014065,-0.177124}, 
2623   0.855447  0.731689      0.0208965    -0.996858, -0.0792073    0.0004803375.48448e-050.000690673,6.15573e-05      -0.428434    {-0.254507,-0.0202223}, 
2624   0.855926  0.731727      0.0208351    0.0790767,  -0.996869    0.0006905030.0004788283.80462e-05,6.13407e-05      -0.311256    {0.0140012,-0.176504}, 
2625   0.855872  0.732416       0.020774    -0.996865, -0.0791199    0.0004784085.46027e-05 0.00068834,6.11332e-05      -0.428473    {-0.253779,-0.0201421}, 
2626   0.856349  0.732453      0.0207131    0.0789912,  -0.996875    0.0006881830.0004769083.78516e-05,6.09189e-05      -0.311501    {0.013937,-0.175886}, 
2627   0.856294  0.733139      0.0206524    -0.996873, -0.0790218    0.0004764995.43604e-050.000686032,6.07131e-05      -0.428508    {-0.253057,-0.0200598}, 
2628   0.856769  0.733177      0.0205919    0.0789194,  -0.996881    0.0006858230.0004750093.76538e-05,6.05018e-05       -0.31174    {0.0138757,-0.175273}, 
2629   0.856715  0.733861      0.0205316    -0.996877,  -0.078969     0.000474575.41247e-050.000683684,6.02953e-05      -0.428556    {-0.252322,-0.019988}, 
2630   0.857188  0.733898      0.0204715     0.078801,   -0.99689    0.0006835680.0004730883.74763e-05, 6.0084e-05      -0.311998    {0.0138062,-0.174658}, 
2631   0.857134   0.73458      0.0204116    -0.996887, -0.0788469    0.0004726935.38658e-050.000681442,5.98853e-05      -0.428583    {-0.251616,-0.0199011}, 
2632   0.857606  0.734617      0.0203519    0.0787319,  -0.996896    0.0006812480.0004712223.72704e-05,5.96761e-05      -0.312234    {0.0137461,-0.174051}, 
2633   0.857552  0.735296      0.0202924    -0.996892, -0.0787765    0.0004708165.36359e-050.000679133,5.94743e-05      -0.428625    {-0.250892,-0.019826}, 
2634   0.858021  0.735333      0.0202332    0.0786847,    -0.9969    0.0006789280.0004693533.70893e-05,5.92669e-05      -0.312459    {0.0136903,-0.17345}, 
2635   0.857968   0.73601      0.0201741    -0.996898, -0.0787068    0.0004689395.34212e-050.000676823,5.90649e-05      -0.428667    {-0.250172,-0.0197515}, 
2636   0.858435  0.736047      0.0201152    0.0786038,  -0.996906    0.0006766480.0004674853.69087e-05,5.88612e-05      -0.312698    {0.0136287,-0.172848}, 
2637   0.858382  0.736722      0.0200566    -0.996904, -0.0786261    0.0004670635.31871e-050.000674554,5.86619e-05      -0.428705    {-0.249459,-0.0196749}, 
2638   0.858848  0.736758      0.0199981    0.0784763,  -0.996916    0.0006744570.0004656173.67233e-05,5.84599e-05      -0.312957    {0.0135589,-0.172244}, 
2639   0.858795  0.737431      0.0199399    -0.996915, -0.0784902    0.0004652065.29289e-050.000672377,5.82664e-05      -0.428726    {-0.248769,-0.0195864}, 
2640   0.859259  0.737467      0.0198818     0.078316,  -0.996929    0.0006723070.0004637713.65141e-05,5.80668e-05      -0.313229    {0.0134836,-0.17164}, 
2641   0.859206  0.738137      0.0198239    -0.996927, -0.0783417    0.0004633615.26524e-050.000670242,5.78771e-05      -0.428742    {-0.248087,-0.0194955}, 
2642   0.859668  0.738174      0.0197662    0.0781465,  -0.996942    0.0006701960.0004619373.63005e-05,5.76781e-05      -0.313503    {0.013407,-0.171038}, 
2643   0.859616  0.738842      0.0197087     -0.99694, -0.0781681    0.0004615695.23735e-050.000668146,5.74918e-05       -0.42875    {-0.247417,-0.0193995}, 
2644   0.860076  0.738878      0.0196515    0.0780796,  -0.996947    0.0006679410.000460157  3.608e-05,5.72947e-05      -0.313734    {0.0133493,-0.170449}, 
2645   0.860024  0.739544      0.0195944    -0.996945, -0.0781005    0.0004597455.21525e-050.000665902,5.71007e-05      -0.428791    {-0.246709,-0.0193272}, 
2646   0.860482   0.73958      0.0195374    0.0779948,  -0.996954    0.0006657250.000458343.59063e-05,5.69054e-05       -0.31397    {0.0132888,-0.169861}, 
2647    0.86043  0.740243      0.0194807    -0.996952, -0.0780128     0.000457925.19231e-050.000663697,5.67145e-05      -0.428825    {-0.246012,-0.0192508}, 
2648   0.860886  0.740279      0.0194242    0.0778539,  -0.996965    0.0006635750.0004565243.57236e-05, 5.6521e-05      -0.314231    {0.0132185,-0.169271}, 
2649   0.860835  0.740941      0.0193679    -0.996961, -0.0778991    0.0004561285.16619e-050.000661561,5.63363e-05      -0.428851    {-0.245328,-0.019169}, 
