
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
354   -3.13872   9.85818        17.1334    0.0147478,   0.999891     0.005537710.0009646951.44347e-05, 0.00365093        0.86471    {0.0194944,1.32171}, 
355    -3.1388   9.85264        17.1297    -0.999891,  0.0147488    0.0009662778.16692e-05  0.0055371, 0.00366003       0.289561    {-7.57608,0.11175}, 
356   -3.13784   9.85263        17.1261    0.0145801,   0.999894     0.005548860.0009661721.42514e-05, 0.00366024       0.864694    {0.0192735,1.32176}, 
357   -3.13792   9.84708        17.1224    -0.999894,  0.0145809    0.0009675028.0903e-05 0.00554827, 0.00366754       0.289473    {-7.58196,0.110563}, 
358   -3.13695   9.84706        17.1187    0.0143362,   0.999897     0.005564810.000967399 1.4107e-05, 0.00366776         0.8647    {0.0189515,1.3218}, 
359   -3.13703    9.8415         17.115    -0.999897,  0.0143374    0.0009691297.9778e-05 0.00556424,  0.0036782       0.289319    {-7.59114,0.108849}, 
360   -3.13606   9.84148        17.1114    0.0140454,   0.999901     0.005583810.000969031.38948e-05, 0.00367839       0.864719    {0.0185674,1.32183}, 
361   -3.13614    9.8359        17.1077    -0.999901,  0.0140465    0.0009710467.84267e-05 0.00558326, 0.00369082       0.289125    {-7.60241,0.106798}, 
362   -3.13517   9.83589         17.104    0.0139115,   0.999903     0.005592940.000970951.36398e-05, 0.00369102       0.864693    {0.0183913,1.3219}, 
363   -3.13525    9.8303        17.1003    -0.999903,  0.0139124    0.0009721017.78062e-05  0.0055924, 0.00369702       0.289067    {-7.60682,0.10584}, 
364   -3.13427   9.83028        17.0966     0.013682,   0.999906     0.005608150.0009720071.35243e-05, 0.00369723       0.864694    {0.0180884,1.32194}, 
365   -3.13435   9.82467        17.0929    -0.999906,  0.0136833     0.000973687.67306e-05 0.00560763,  0.0037072       0.288927    {-7.61542,0.104214}, 
366   -3.13338   9.82466        17.0892     0.013473,   0.999909     0.005622130.0009735891.33232e-05, 0.00370739       0.864689    {0.0178127,1.32199}, 
367   -3.13345   9.81904        17.0855    -0.999909,   0.013474    0.0009751387.57469e-05 0.00562162, 0.00371656       0.288803    {-7.62315,0.102724}, 
368   -3.13248   9.81903        17.0817    0.0131654,   0.999913     0.005642490.00097505 1.3139e-05, 0.00371677       0.864712    {0.0174063,1.32201}, 
369   -3.13255   9.81338         17.078    -0.999913,   0.013166     0.000977167.42855e-05   0.005642, 0.00373007       0.288595    {-7.63525,0.100534}, 
370   -3.13157   9.81337        17.0743    0.0129672,   0.999916     0.005655860.0009770751.28653e-05,  0.0037303       0.864703    {0.0171449,1.32207}, 
371   -3.13165   9.80772        17.0705    -0.999916,  0.0129685    0.0009785937.33404e-05 0.00565538, 0.00373905       0.288483    {-7.64248,0.0991195}, 
372   -3.13067    9.8077        17.0668    0.0128345,   0.999918     0.005665060.0009785111.26908e-05, 0.00373926       0.864675    {0.0169703,1.32213}, 
373   -3.13074   9.80204        17.0631    -0.999918,  0.0128356    0.0009796737.27083e-05  0.0056646, 0.00374531       0.288427    {-7.64686,0.0981602}, 
374   -3.12976   9.80203        17.0593    0.0126928,   0.999919     0.005674860.0009795931.25747e-05, 0.00374552       0.864649    {0.0167837,1.32219}, 
375   -3.12983   9.79635        17.0556    -0.999919,  0.0126941    0.000980809 7.203e-05  0.0056744, 0.00375197       0.288363    {-7.65162,0.0971382}, 
376   -3.12885   9.79634        17.0518    0.0125811,   0.999921     0.005682740.000980731.24505e-05, 0.00375217       0.864615    {0.0166369,1.32226}, 
377   -3.12893   9.79066         17.048    -0.999921,  0.0125824    0.0009817597.14952e-05 0.00568229, 0.00375737       0.288325    {-7.65505,0.0963265}, 
378   -3.12794   9.79064        17.0443    0.0123374,   0.999924     0.005699230.0009816821.23529e-05, 0.00375758       0.864618    {0.016315,1.32231}, 
379   -3.12801   9.78495        17.0405    -0.999924,  0.0123382    0.0009834677.03135e-05  0.0056988, 0.00376837       0.288173    {-7.66438,0.0945721}, 
380   -3.12703   9.78493        17.0368     0.012227,   0.999925     0.005707080.0009833921.21342e-05,  0.0037686       0.864583    {0.0161699,1.32238}, 
381    -3.1271   9.77923         17.033    -0.999925,  0.0122274    0.0009844186.97803e-05 0.00570665, 0.00377375       0.288136    {-7.66778,0.0937641}, 
382   -3.12612   9.77922        17.0292    0.0119821,   0.999928     0.005723690.0009843441.20369e-05,   0.003774       0.864586    {0.0158465,1.32242}, 
383   -3.12618   9.77349        17.0254    -0.999928,  0.0119834    0.0009861256.8582e-05 0.00572328, 0.00378487       0.287985    {-7.67712,0.092005}, 
384    -3.1252   9.77348        17.0216     0.011829,    0.99993      0.00573440.0009860551.18172e-05, 0.00378508       0.864563    {0.0156448,1.32248}, 
385   -3.12527   9.76775        17.0178     -0.99993,  0.0118295    0.0009873256.78325e-05   0.005734,  0.0037921       0.287911    {-7.68245,0.0908858}, 
386   -3.12428   9.76773        17.0141    0.0116065,   0.999933     0.005749660.0009872561.16796e-05, 0.00379235       0.864559    {0.015351,1.32253}, 
387   -3.12435   9.76199        17.0103    -0.999933,  0.0116076    0.0009889286.67333e-05 0.00574927, 0.00380233       0.287779    {-7.69082,0.0892778}, 
388   -3.12336   9.76197        17.0064    0.0115071,   0.999934     0.005756870.0009888621.14791e-05, 0.00380256        0.86452    {0.0152203,1.3226}, 
389   -3.12342   9.75622        17.0026    -0.999934,  0.0115078    0.0009898546.62447e-05 0.00575649,  0.0038073       0.287752    {-7.69373,0.0885437}, 
390   -3.12243   9.75621        16.9988    0.0114173,   0.999935     0.005763440.000989789 1.1391e-05, 0.00380754       0.864478    {0.0151024,1.32268}, 
391    -3.1225   9.75044         16.995    -0.999935,  0.0114181    0.0009907016.58028e-05 0.00576307, 0.00381187       0.287735    {-7.69618,0.0878812}, 
392   -3.12151   9.75043        16.9912    0.0111795,   0.999938     0.005779810.0009906361.13119e-05,  0.0038121       0.864478    {0.0147884,1.32273}, 
393   -3.12157   9.74465        16.9874    -0.999937,  0.0111808    0.0009923686.46156e-05 0.00577945, 0.00382283        0.28759    {-7.70526,0.0861566}, 
394   -3.12058   9.74464        16.9836    0.0108989,   0.999941     0.005799110.0009923061.10955e-05, 0.00382304        0.86449    {0.0144175,1.32276}, 
395   -3.12064   9.73884        16.9797    -0.999941,  0.0109004    0.0009942856.32039e-05 0.00579877, 0.00383569       0.287408    {-7.7163,0.0841154}, 
396   -3.11965   9.73883        16.9759    0.0106193,   0.999944     0.005818430.0009942261.08381e-05,  0.0038359       0.864502    {0.014048,1.3228}, 
397   -3.11971   9.73301         16.972    -0.999944,   0.010621    0.0009962266.17875e-05 0.00581811, 0.00384857       0.287227    {-7.72732,0.0820762}, 
398   -3.11872     9.733        16.9682    0.0104782,   0.999945     0.005828550.000996171.05809e-05, 0.00384877       0.864474    {0.013862,1.32287}, 
399   -3.11878   9.72717        16.9643    -0.999945,  0.0104795    0.0009973866.10728e-05 0.00582823, 0.00385544       0.287166    {-7.73211,0.0810329}, 
400   -3.11778   9.72716        16.9605    0.0102952,   0.999947      0.00584150.0009973321.04521e-05, 0.00385566       0.864457    {0.0136205,1.32293}, 
401   -3.11784   9.72132        16.9566    -0.999947,  0.0102965    0.0009987956.01395e-05 0.00584119, 0.00386417       0.287069    {-7.73878,0.0796866}, 
402   -3.11684   9.72131        16.9528     0.010178,   0.999948     0.005850060.0009987431.02841e-05, 0.00386439       0.864421    {0.0134662,1.323}, 
403    -3.1169   9.71546        16.9489    -0.999948,  0.0101786    0.0009998115.95421e-05 0.00584976, 0.00387003       0.287028    {-7.7425,0.0788122}, 
404    -3.1159   9.71545         16.945   0.00990161,   0.999951     0.005869380.0009997591.01767e-05, 0.00387028       0.864431    {0.0131008,1.32304}, 
405   -3.11596   9.70958        16.9411    -0.999951, 0.00990269     0.001001755.81163e-05 0.00586909, 0.00388292       0.286851    {-7.75341,0.0767834}, 
406   -3.11496   9.70957        16.9372   0.00976211,   0.999952     0.00587948 0.00100179.92004e-06, 0.00388316       0.864402    {0.0129169,1.32311}, 
407   -3.11501   9.70369        16.9334    -0.999952, 0.00976349     0.001002915.73961e-05  0.0058792,  0.0038898       0.286792    {-7.75811,0.0757498}, 
408   -3.11401   9.70368        16.9295   0.00958302,   0.999954     0.005892320.001002869.79192e-06, 0.00389003       0.864383    {0.0126805,1.32317}, 
409   -3.11407   9.69779        16.9256    -0.999954, 0.00958398     0.001004325.64663e-05 0.00589205, 0.00389846       0.286698    {-7.76464,0.0744196}, 
410   -3.11306   9.69778        16.9217   0.00949689,   0.999955     0.005898850.00100428 9.6254e-06,  0.0038987       0.864337    {0.0125673,1.32325}, 
411   -3.11312   9.69188        16.9178    -0.999955, 0.00949755     0.001005175.60207e-05 0.00589858,   0.003903       0.286686    {-7.76693,0.0737701}, 
412   -3.11211   9.69187        16.9139   0.00921956,   0.999957     0.005918440.001005129.54663e-06, 0.00390326       0.864347    {0.0122006,1.32329}, 
413   -3.11217   9.68596        16.9099    -0.999957, 0.00922072     0.001007115.45654e-05 0.00591819, 0.00391609       0.286509    {-7.77792,0.0717211}, 
414   -3.11116   9.68595         16.906   0.00894254,    0.99996     0.005938110.001007079.28627e-06, 0.00391632       0.864355    {0.0118344,1.32333}, 
415   -3.11122   9.68001        16.9021     -0.99996, 0.00894399     0.001009075.31018e-05 0.00593787, 0.00392922       0.286332    {-7.78893,0.0696669}, 
416   -3.11021      9.68        16.8982   0.00871561,   0.999962      0.00595440.001009039.02507e-06, 0.00392944       0.864349    {0.0115345,1.32338}, 
417   -3.11026   9.67405        16.8942    -0.999962, 0.00871732     0.001010765.18963e-05 0.00595418, 0.00394015       0.286198    {-7.79766,0.0679773}, 
418   -3.10925   9.67404        16.8903   0.00859444,   0.999963     0.005963440.00101072 8.8111e-06, 0.00394037       0.864313    {0.0113747,1.32345}, 
419    -3.1093   9.66807        16.8863    -0.999963, 0.00859588     0.001011835.12524e-05 0.00596322, 0.00394634       0.286156    {-7.80156,0.0670637}, 
420   -3.10829   9.66807        16.8824   0.00837666,   0.999965     0.005979210.001011798.69756e-06, 0.00394657       0.864304    {0.0110869,1.3235}, 
421   -3.10834   9.66209        16.8784    -0.999965, 0.00837754     0.001013465.00859e-05   0.005979, 0.00395692       0.286031    {-7.80992,0.0654302}, 
422   -3.10732   9.66208        16.8745   0.00811241,   0.999967     0.005998240.001013428.49027e-06, 0.00395718       0.864308    {0.0107375,1.32355}, 
423   -3.10737   9.65608        16.8705    -0.999967, 0.00811407     0.001015374.86602e-05 0.00599805, 0.00396965       0.285866    {-7.82037,0.0634572}, 
424   -3.10636   9.65607        16.8665   0.00797051,   0.999968     0.006008850.001015348.23881e-06, 0.00396988       0.864277    {0.0105503,1.32362}, 
425    -3.1064   9.65006        16.8626    -0.999968, 0.00797096     0.001016574.78936e-05 0.00600866, 0.00397685       0.285806    {-7.82527,0.0623769}, 
426   -3.10539   9.65005        16.8586   0.00771152,    0.99997     0.006027650.001016548.10306e-06, 0.00397713       0.864279    {0.0102078,1.32366}, 
427   -3.10543   9.64403        16.8546     -0.99997, 0.00771223     0.001018474.64823e-05 0.00602747, 0.00398943       0.285646    {-7.83554,0.0604313}, 
428   -3.10442   9.64402        16.8506   0.00757988,   0.999971     0.006037550.001018447.85471e-06,  0.0039897       0.864244    {0.0100341,1.32374}, 
429   -3.10446   9.63798        16.8466    -0.999971, 0.00758068     0.001019634.57639e-05 0.00603738,  0.0039962       0.285596    {-7.83991,0.0594335}, 
430   -3.10344   9.63797        16.8426   0.00744155,   0.999972     0.006047960.001019617.72952e-06, 0.00399647       0.864211    {0.00985147,1.32381}, 
431   -3.10349   9.63193        16.8386    -0.999972, 0.00744205     0.001020834.50062e-05 0.00604779,  0.0040033        0.28554    {-7.8446,0.0583815}, 
432   -3.10247   9.63192        16.8346   0.00727956,   0.999974     0.006060020.00102081 7.5971e-06, 0.00400358       0.864184    {0.0096375,1.32388}, 
433   -3.10251   9.62586        16.8306    -0.999973, 0.00728093     0.001022164.41143e-05 0.00605986,  0.0040115       0.285465    {-7.85035,0.0571594}, 
434   -3.10149   9.62585        16.8266   0.00708385,   0.999975     0.006074570.001022147.44231e-06, 0.00401175       0.864167    {0.00937881,1.32394}, 
435   -3.10153   9.61978        16.8226    -0.999975, 0.00708458      0.00102374.30313e-05 0.00607441, 0.00402129        0.28536    {-7.85774,0.0556701}, 
436   -3.10051   9.61977        16.8185   0.00687557,   0.999976     0.006090010.00102368 7.2525e-06, 0.00402157       0.864154    {0.00910344,1.324}, 
437   -3.10055   9.61368        16.8145    -0.999976, 0.00687696      0.00102534.18722e-05 0.00608986,  0.0040317       0.285245    {-7.86566,0.0540932}, 
438   -3.09952   9.61367        16.8105   0.00663055,   0.999978     0.006108170.001025287.05099e-06, 0.00403195        0.86415    {0.00877934,1.32405}, 
439   -3.09957   9.60757        16.8064    -0.999978, 0.00663143     0.001027144.05005e-05 0.00610803, 0.00404386       0.285098    {-7.87537,0.0522261}, 
440   -3.09854   9.60756        16.8024   0.00640815,   0.999979     0.006124740.001027126.81142e-06, 0.00404413        0.86414    {0.00848522,1.3241}, 
441   -3.09858   9.60143        16.7983    -0.999979,  0.0064097     0.001028853.92482e-05 0.00612461, 0.00405501       0.284971    {-7.88398,0.050535}, 
442   -3.09755   9.60143        16.7943   0.00622244,   0.999981     0.006138760.001028836.59462e-06, 0.00405525       0.864119    {0.0082397,1.32417}, 
443   -3.09759   9.59529        16.7902    -0.999981, 0.00622333     0.001030353.81981e-05 0.00613864, 0.00406447       0.284875    {-7.89094,0.0491089}, 
444   -3.09656   9.59528        16.7862   0.00601758,   0.999982     0.006154170.00103033 6.4122e-06, 0.00406475       0.864103    {0.00796878,1.32423}, 
445   -3.09659   9.58913        16.7821    -0.999982, 0.00601902     0.001031953.70332e-05 0.00615406, 0.00407487       0.284764    {-7.89874,0.0475436}, 
446   -3.09556   9.58912         16.778   0.00577299,   0.999983     0.006172530.001031936.21134e-06, 0.00407512       0.864098    {0.00764517,1.32428}, 
447    -3.0956   9.58295        16.7739    -0.999983, 0.00577459      0.00103383.5634e-05 0.00617243, 0.00408718       0.284619    {-7.90845,0.0456688}, 
448   -3.09456   9.58294        16.7698     0.005549,   0.999985     0.006189490.001033795.96978e-06, 0.00408743       0.864087    {0.00734885,1.32433}, 
449    -3.0946   9.57675        16.7657    -0.999985, 0.00554994     0.001035543.43455e-05  0.0061894, 0.00409857       0.284491    {-7.91724,0.0439409}, 
450   -3.09356   9.57675        16.7616   0.00528517,   0.999986     0.006209410.001035525.74716e-06, 0.00409885       0.864087    {0.00699969,1.32438}, 
451   -3.09359   9.57054        16.7575    -0.999986, 0.00528624     0.001037523.28178e-05 0.00620932,  0.0041119       0.284329    {-7.92789,0.0419093}, 
452   -3.09256   9.57053        16.7534   0.00506596,   0.999987     0.00622614 0.00103755.48457e-06, 0.00411218       0.864074    {0.00670966,1.32444}, 
453   -3.09259   9.56431        16.7493    -0.999987, 0.00506663     0.001039253.15414e-05 0.00622606, 0.00412315       0.284206    {-7.93646,0.0402116}, 
454   -3.09155    9.5643        16.7452   0.00490934,   0.999988     0.006238280.001039245.26549e-06, 0.00412345       0.864043    {0.00650257,1.32451}, 
455   -3.09158   9.55806         16.741    -0.999988, 0.00491056     0.001040593.06258e-05 0.00623821, 0.00413143       0.284138    {-7.94202,0.0390002}, 
456   -3.09054   9.55806        16.7369    0.0047103,   0.999989     0.006253610.00104058 5.1099e-06,  0.0041317       0.864024    {0.00623922,1.32458}, 
457   -3.09057   9.55181        16.7328    -0.999989, 0.00471133      0.00104222.94564e-05 0.00625355, 0.00414177       0.284033    {-7.94963,0.0374538}, 
458   -3.08953    9.5518        16.7286   0.00446961,    0.99999      0.00627210.001042184.91013e-06, 0.00414205       0.864016    {0.00592065,1.32463}, 
459   -3.08956   9.54553        16.7245     -0.99999, 0.00447028     0.001044072.80338e-05 0.00627204, 0.00415417       0.283892    {-7.95925,0.0355805}, 
460   -3.08851   9.54552        16.7203   0.00430967,   0.999991      0.00628460.00104406 4.6673e-06, 0.00415447       0.863985    {0.0057091,1.3247}, 
461   -3.08854   9.53924        16.7161    -0.999991, 0.00431075     0.001045472.70846e-05 0.00628454, 0.00416269       0.283821    {-7.96498,0.0343354}, 
462   -3.08749   9.53923         16.712   0.00420431,   0.999991     0.006293090.001045464.50675e-06, 0.00416297       0.863938    {0.00556988,1.32479}, 
463   -3.08752   9.53294        16.7078    -0.999991, 0.00420499     0.001046522.64581e-05 0.00629304, 0.00416857       0.283797    {-7.96814,0.0335062}, 
464   -3.08647   9.53294        16.7036   0.00402745,   0.999992      0.00630690.001046514.40061e-06, 0.00416887       0.863912    {0.00533585,1.32486}, 
465    -3.0865   9.52663        16.6995    -0.999992,  0.0040288     0.001048022.54007e-05 0.00630685, 0.00417795       0.283713    {-7.97467,0.0321286}, 
466   -3.08545   9.52663        16.6953   0.00390245,   0.999992      0.00631690.001048014.22227e-06, 0.00417822        0.86387    {0.00517055,1.32494}, 
467   -3.08547   9.52031        16.6911    -0.999992,  0.0039035     0.001049182.46514e-05 0.00631685, 0.00418481       0.283672    {-7.97875,0.0311453}, 
468   -3.08443   9.52031        16.6869   0.00360829,   0.999993     0.006339640.001049174.09548e-06,  0.0041851       0.863877    {0.00478097,1.32498}, 
469   -3.08445   9.51397        16.6827    -0.999993, 0.00360924     0.001051412.28753e-05  0.0063396, 0.00420001       0.283486    {-7.99098,0.0288416}, 
470    -3.0834   9.51396        16.6785   0.00346738,   0.999994     0.00635089 0.0010514 3.7948e-06, 0.00420031       0.863839    {0.00459453,1.32506}, 
471   -3.08342   9.50761        16.6743    -0.999994, 0.00346848      0.00105272.2021e-05 0.00635085, 0.00420771       0.283433    {-7.99581,0.0277335}, 
472   -3.08237   9.50761        16.6701   0.00332387,   0.999994     0.006362360.001052693.65127e-06,   0.004208       0.863802    {0.00440461,1.32514}, 
473   -3.08239   9.50124        16.6659    -0.999994, 0.00332498     0.001053992.11476e-05 0.00636232, 0.00421556       0.283378    {-8.00078,0.0266026}, 
474   -3.08133   9.50124        16.6617   0.00306685,   0.999995     0.006382490.00105398 3.5045e-06, 0.00421585       0.863797    {0.0040642,1.32519}, 
475   -3.08135   9.49486        16.6574    -0.999995, 0.00306761     0.001056011.95742e-05 0.00638246, 0.00422906       0.283224    {-8.01125,0.0245755}, 
476    -3.0803   9.49486        16.6532    0.0029367,   0.999996     0.006393010.001056013.23943e-06, 0.00422937       0.863755    {0.00389196,1.32528}, 
477   -3.08032   9.48846         16.649    -0.999996, 0.00293775     0.001057241.87744e-05 0.00639298, 0.00423629       0.283181    {-8.01556,0.0235478}, 
478   -3.07926   9.48846        16.6447   0.00275068,   0.999996     0.006407820.001057233.10589e-06, 0.00423659       0.863729    {0.00364561,1.32535}, 
479   -3.07928   9.48205        16.6405    -0.999996, 0.00275169     0.001058811.76258e-05  0.0064078, 0.00424633        0.28309    {-8.0226,0.0220758}, 
480   -3.07822   9.48205        16.6362   0.00256875,   0.999997     0.006422370.001058812.91353e-06, 0.00424663       0.863702    {0.00340468,1.32542}, 
481   -3.07823   9.47563         16.632    -0.999997, 0.00256979     0.001060381.64975e-05 0.00642235,  0.0042562       0.283002    {-8.02943,0.020634}, 
482   -3.07717   9.47562        16.6277   0.00242285,   0.999997     0.006434190.001060372.72494e-06,  0.0042565       0.863665    {0.00321149,1.3255}, 
483   -3.07719   9.46919        16.6235    -0.999997, 0.00242376     0.001061711.55891e-05 0.00643417, 0.00426428       0.282945    {-8.03453,0.0194738}, 
484   -3.07613   9.46919        16.6192   0.00220113,   0.999998     0.00645188 0.00106172.57332e-06, 0.00426459       0.863648    {0.00291773,1.32556}, 
485   -3.07614   9.46274        16.6149    -0.999998, 0.00220199     0.001063521.42014e-05 0.00645186,  0.0042762       0.282824    {-8.04332,0.0177114}, 
486   -3.07508   9.46273        16.6107   0.00200441,   0.999998     0.006467680.001063522.34186e-06, 0.00427652       0.863624    {0.00265711,1.32563}, 
487   -3.07509   9.45627        16.6064    -0.999998, 0.00200559     0.001065191.29639e-05 0.00646767, 0.00428691       0.282724    {-8.05088,0.0161468}, 
488   -3.07403   9.45626        16.6021   0.00186162,   0.999998     0.006479350.001065182.13633e-06, 0.00428721       0.863585    {0.00246797,1.32571}, 
489   -3.07404   9.44978        16.5978    -0.999998, 0.00186299     0.001066521.20621e-05 0.00647934, 0.00429491       0.282672    {-8.05581,0.0150079}, 
490   -3.07297   9.44978        16.5935   0.00169784,   0.999999     0.006492690.00106651 1.9869e-06,  0.0042952       0.863551    {0.00225098,1.32578}, 
491   -3.07298   9.44329        16.5892    -0.999999, 0.00169905     0.001067991.10236e-05 0.00649268, 0.00430399         0.2826    {-8.06178,0.0136974}, 
492   -3.07191   9.44329        16.5849   0.00157179,   0.999999     0.006503130.001067991.81456e-06,  0.0043043       0.863506    {0.00208399,1.32587}, 
493   -3.07192   9.43678        16.5806    -0.999999, 0.00157266     0.001069211.02216e-05 0.00650312, 0.00431118       0.282562    {-8.06591,0.012685}, 
494   -3.07086   9.43678        16.5763   0.00136076,   0.999999     0.006520210.001069211.68151e-06,  0.0043115       0.863485    {0.00180428,1.32594}, 
495   -3.07086   9.43026        16.5719    -0.999999, 0.00136191     0.001070998.87244e-06 0.00652021, 0.00432273       0.282451    {-8.07419,0.0109963}, 
496   -3.06979   9.43026        16.5676   0.00120426,   0.999999     0.006533080.001070981.45858e-06, 0.00432303       0.863449    {0.00159687,1.32601}, 
497    -3.0698   9.42373        16.5633    -0.999999,  0.0012053     0.001072427.86753e-06 0.00653308, 0.00433151       0.282387    {-8.07981,0.00973862}, 
498   -3.06873   9.42373        16.5589   0.00105234,   0.999999     0.006545630.001072421.29259e-06, 0.00433183       0.863411    {0.0013955,1.3261}, 
499   -3.06874   9.41718        16.5546    -0.999999, 0.00105302     0.001073836.88821e-06 0.00654563, 0.00434009       0.282327    {-8.08522,0.00851392}, 
500   -3.06766   9.41718        16.5503  0.000896961,          1     0.006558460.001073831.13077e-06, 0.00434042       0.863373    {0.00118953,1.32618}, 
501   -3.06767   9.41062        16.5459           -1,0.000898006     0.001075265.88268e-06 0.00655846, 0.00434886       0.282264    {-8.09076,0.00726556}, 
502   -3.06659   9.41062        16.5416  0.000763373,          1     0.006569610.001075269.65593e-07, 0.00434918        0.86333    {0.00101243,1.32626}, 
503    -3.0666   9.40405        16.5372           -1,0.000764268     0.001076555.01506e-06 0.00656961, 0.00435653       0.282221    {-8.09525,0.00618694}, 
504   -3.06552   9.40405        16.5329  0.000562693,          1      0.00658610.001076558.22774e-07, 0.00435686       0.863305    {0.000746317,1.32633}, 
505   -3.06552   9.39746        16.5285           -1,0.000563574     0.001078263.70595e-06  0.0065861,  0.0043677       0.282119    {-8.10305,0.00456667}, 
506   -3.06445   9.39746        16.5241  0.000283805,          1     0.006608870.001078266.07679e-07, 0.00436803       0.863301    {0.000376435,1.32638}, 
507   -3.06445   9.39085        16.5197           -1,0.000284844     0.001080471.87563e-06 0.00660887, 0.00438298       0.281951    {-8.11473,0.00231143}, 
508   -3.06337   9.39085        16.5154  7.76306e-06,          1     0.006631540.001080473.07766e-07, 0.00438331       0.863297    {1.02972e-05,1.32644}, 
509   -3.06337   9.38422         16.511           -1,8.50183e-06     0.001082695.1481e-08 0.00663154, 0.00439819       0.281785    {-8.12631,6.90886e-05}, 
510   -3.06229   9.38422        16.5066  -0.00022946,          1     0.006651180.001082699.20485e-09, 0.00439853       0.863281    {-0.00030438,1.3265}, 
511   -3.06228   9.37757        16.5021           -1,-0.000228901     0.001084671.52618e-06 0.00665118, 0.00441142       0.281653    {-8.13597,-0.00186233}, 
512    -3.0612   9.37757        16.4977 -0.000410098,          1      0.00666630.001084672.48282e-07, 0.00441178       0.863249    {-0.000544028,1.32658}, 
513    -3.0612   9.37091        16.4933           -1,-0.000409104     0.001086272.73383e-06  0.0066663, 0.00442172       0.281571    {-8.14279,-0.00333125}, 
514   -3.06011   9.37091        16.4889 -0.000666716,          1     0.006687660.001086274.44399e-07, 0.00442205       0.863237    {-0.000884494,1.32664}, 
515   -3.06011   9.36422        16.4845           -1,-0.000666256     0.001088394.45877e-06 0.00668766, 0.00443607       0.281422    {-8.15346,-0.00543229}, 
516   -3.05902   9.36422          16.48 -0.000911239,          1     0.006708090.001088387.25143e-07, 0.00443644       0.863223    {-0.00120895,1.3267}, 
517   -3.05901   9.35751        16.4756           -1,-0.000910471     0.001090456.11267e-06 0.00670808, 0.00444985       0.281285    {-8.16349,-0.00743263}, 
518   -3.05792   9.35751        16.4711  -0.00100041,   0.999999     0.006715920.00109045 9.9282e-07,  0.0044502       0.863164    {-0.00132735,1.3268}, 
519   -3.05791    9.3508        16.4667           -1,-0.000999617      0.00109156.71869e-06 0.00671592, 0.00445537       0.281282    {-8.16575,-0.00816262}, 
520   -3.05682    9.3508        16.4622  -0.00107413,   0.999999     0.00672249 0.00109151.09108e-06, 0.00445573         0.8631    {-0.00142526,1.3269}, 
521   -3.05682   9.34407        16.4577    -0.999999,-0.00107313     0.001092457.22081e-06 0.00672249, 0.00446008       0.281293    {-8.16721,-0.00876449}, 
522   -3.05572   9.34408        16.4533  -0.00117055,   0.999999     0.006730930.001092451.17234e-06, 0.00446042       0.863043    {-0.00155332,1.327}, 
523   -3.05571   9.33734        16.4488    -0.999999,-0.00116955     0.001093557.87889e-06 0.00673093, 0.00446601       0.281284    {-8.16982,-0.00955503}, 
524   -3.05462   9.33735        16.4444  -0.00130766,   0.999999     0.006742720.001093551.27896e-06, 0.00446635       0.862997    {-0.00173538,1.32709}, 
525   -3.05461    9.3306        16.4399    -0.999999,-0.00130671     0.001094928.8172e-06 0.00674272, 0.00447413        0.28124    {-8.17448,-0.0106817}, 
526   -3.05352    9.3306        16.4354  -0.00142103,   0.999999     0.006752570.001094921.43073e-06, 0.00447447       0.862944    {-0.00188597,1.32718}, 
527   -3.05351   9.32385        16.4309    -0.999999,-0.00141963      0.00109619.59562e-06 0.00675256, 0.00448099       0.281217    {-8.17792,-0.0116097}, 
528   -3.05241   9.32385        16.4264  -0.00169236,   0.999999     0.00677546 0.00109611.55606e-06, 0.00448131       0.862935    {-0.00224618,1.32724}, 
529    -3.0524   9.31708        16.4219    -0.999999,  -0.001691     0.001098361.14666e-05 0.00677545, 0.00449638       0.281057    {-8.18934,-0.0138482}, 
530    -3.0513   9.31708        16.4175  -0.00183443,   0.999998     0.006787770.001098361.85733e-06, 0.00449671        0.86289    {-0.00243489,1.32733}, 
531   -3.05129   9.31029        16.4129    -0.999998,-0.00183346     0.001099751.24517e-05 0.00678776, 0.00450484        0.28101    {-8.19426,-0.0150239}, 
532   -3.05019   9.31029        16.4084  -0.00206885,   0.999998     0.006807730.001099752.01635e-06, 0.00450519        0.86287    {-0.0027462,1.3274}, 
533   -3.05018   9.30349        16.4039    -0.999998, -0.0020674     0.001101771.40842e-05 0.00680771, 0.00451833       0.280883    {-8.20382,-0.0169606}, 
534   -3.04907   9.30349        16.3994  -0.00220432,   0.999998     0.006819560.001101772.27781e-06, 0.00451866       0.862822    {-0.00292622,1.32749}, 
535   -3.04906   9.29667        16.3949    -0.999998,-0.00220345     0.001103131.50325e-05 0.00681955, 0.00452648       0.280841    {-8.20841,-0.0180869}, 
536   -3.04796   9.29667        16.3904  -0.00246955,   0.999997     0.006842260.001103122.43069e-06, 0.00452684        0.86281    {-0.00327847,1.32755}, 
537   -3.04794   9.28983        16.3858    -0.999997,-0.00246922     0.001105361.68973e-05 0.00684224, 0.00454175       0.280688    {-8.2196,-0.0202961}, 
538   -3.04683   9.28983        16.3813   -0.0026838,   0.999996     0.006860740.001105352.72937e-06, 0.00454214       0.862784    {-0.00356309,1.32762}, 
