
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
540    1.61302   1.61915       0.379549 -0.000346913,          1     0.006127370.00613227 2.3453e-06, 0.00379546       0.492648    {-0.000425474,1.22646}, 
541    1.61302   1.61302       0.375791            1,0.000456042     0.006071692.12566e-06 0.00612737, 0.00375789       0.491825    {1.22548,0.00055887}, 
542    1.60695   1.61302       0.372071 -0.000370692,          1     0.006066790.006071692.76895e-06, 0.00372067       0.492063    {-0.000450147,1.21434}, 
543    1.60695   1.60695       0.368387            1,0.000440862     0.006011632.24891e-06 0.00606679, 0.00368384       0.491252    {1.21336,0.000534925}, 
544    1.60094   1.60695       0.364739  -0.00038008,          1     0.006006730.00601163 2.6503e-06, 0.00364736       0.491488    {-0.000456982,1.20233}, 
545    1.60094   1.60094       0.361128            1, 0.00043942     0.005952092.28304e-06 0.00600673, 0.00361126       0.490689    {1.20135,0.000527898}, 
546    1.59499   1.60094       0.357553 -0.000376537,          1     0.005947190.005952092.61547e-06,  0.0035755       0.490922    {-0.000448238,1.19042}, 
547    1.59499   1.59499       0.354012            1,0.000451116     0.005893192.23934e-06 0.00594719,  0.0035401       0.490134    {1.18944,0.000536576}, 
548     1.5891   1.59499       0.350507 -0.000381578,          1     0.005888490.005893192.65851e-06, 0.00350505       0.490354    {-0.000449744,1.17864}, 
549     1.5891    1.5891       0.347037            1,0.000420838     0.005834482.24692e-06 0.00588849, 0.00347035       0.489562    {1.1777,0.000495621}, 
550    1.58326    1.5891       0.343601 -0.000319611,          1      0.00583010.005834482.45537e-06, 0.00343598       0.489822    {-0.000372955,1.1669}, 
551    1.58327   1.58327       0.340199            1,0.000435731     0.005777131.86337e-06  0.0058301, 0.00340197       0.489014    {1.16602,0.000508073}, 
552    1.57749   1.58327       0.336831  -0.00039239,          1     0.005772230.005777132.51728e-06, 0.00336828       0.489227    {-0.00045338,1.15543}, 
553    1.57749   1.57749       0.333496            1,0.000460195      0.00572012.26497e-06 0.00577223, 0.00333493       0.488474    {1.15445,0.000531273}, 
554    1.57177   1.57749       0.330194 -0.000422165,          1     0.00571488 0.00572012.63236e-06, 0.00330191       0.488656    {-0.000482967,1.14402}, 
555    1.57177   1.57178       0.326925            1,0.000495063     0.005663592.41262e-06 0.00571488, 0.00326922       0.487942    {1.14298,0.000565847}, 
556    1.56611   1.57177       0.323688 -0.000443842,          1     0.005658370.005663592.80383e-06, 0.00323685       0.488091    {-0.00050275,1.13272}, 
557    1.56611   1.56612       0.320483            1,0.000482788     0.005607392.51142e-06 0.00565837, 0.00320481       0.487389    {1.13168,0.000546361}, 
558     1.5605   1.56611        0.31731 -0.000422168,          1     0.005602170.005607392.70718e-06, 0.00317307        0.48755    {-0.000473455,1.12148}, 
559    1.56051   1.56051       0.314168            1,0.000513614     0.005551912.36506e-06 0.00560217, 0.00314166        0.48686    {1.12044,0.000575473}, 
560    1.55496   1.56051       0.311058 -0.000429398,          1     0.005547010.005551912.85154e-06, 0.00311055       0.486998    {-0.000476798,1.11039}, 
561    1.55496   1.55496       0.307978            1,0.000458277     0.005496552.38187e-06 0.00554701, 0.00307976       0.486292    {1.10941,0.000508416}, 
562    1.54946   1.55496       0.304929 -0.000357564,          1     0.005492170.005496552.51895e-06, 0.00304926       0.486487    {-0.000393075,1.09932}, 
563    1.54946   1.54947        0.30191            1,0.000444326     0.005442231.9638e-06 0.00549217, 0.00301908       0.485747    {1.09844,0.000488065}, 
564    1.54402   1.54946       0.298921 -0.000375509,          1     0.005437850.005442232.41812e-06, 0.00298918       0.485935    {-0.000408723,1.08845}, 
565    1.54402   1.54403       0.295961            1,0.000434232     0.005388422.04196e-06 0.00543785, 0.00295959       0.485206    {1.08757,0.00047226}, 
566    1.53863   1.54402       0.293031 -0.000389786,          1     0.005384040.005388422.33983e-06, 0.00293028       0.485388    {-0.000420068,1.07769}, 
567    1.53864   1.53864       0.290129            1,0.000427923     0.005334942.09863e-06 0.00538404, 0.00290127        0.48467    {1.07681,0.000460793}, 
568     1.5333   1.53864       0.287257 -0.000363922,          1     0.005330560.005334942.28294e-06, 0.00287255       0.484863    {-0.000388301,1.06699}, 
569     1.5333   1.53331       0.284413            1,0.000461901     0.005281971.9399e-06 0.00533056, 0.00284411       0.484157    {1.06611,0.00049244}, 
570    1.52802    1.5333       0.281597 -0.000335759,          1     0.005277910.005281972.43975e-06, 0.00281594       0.484342    {-0.000354696,1.0564}, 
571    1.52802   1.52803       0.278809            1,0.000437992     0.005229841.77211e-06 0.00527791, 0.00278807       0.483618    {1.05558,0.000462338}, 
572    1.52279   1.52802       0.276048 -0.000367095,          1     0.005225450.005229832.29063e-06, 0.00276046       0.483795    {-0.000383971,1.04597}, 
573     1.5228    1.5228       0.273315            1,0.000475343     0.005178221.91824e-06 0.00522545, 0.00273313       0.483111    {1.04509,0.000496778}, 
574    1.51762    1.5228       0.270609 -0.000399438,          1     0.005173840.005178222.46143e-06, 0.00270607        0.48325    {-0.000413677,1.03565}, 
575    1.51762   1.51762        0.26793            1, 0.00045167     0.005126922.06663e-06 0.00517384, 0.00267928       0.482578    {1.03477,0.000467376}, 
576    1.51249   1.51762       0.265277 -0.000393912,          1      0.00512270.005126922.31568e-06, 0.00265275       0.482726    {-0.000403913,1.02539}, 
577    1.51249    1.5125       0.262651            1,0.000434261     0.005075892.01789e-06  0.0051227, 0.00262649        0.48205    {1.02454,0.000444919}, 
578    1.50742   1.51249        0.26005 -0.000338817,          1     0.005071920.005075892.20426e-06, 0.00260048       0.482229    {-0.00034396,1.01518}, 
579    1.50742   1.50742       0.257475            1,0.000446485     0.005025781.71845e-06 0.00507192, 0.00257474        0.48154    {1.01439,0.000452909}, 
580    1.50239   1.50742       0.254926 -0.000369807,          1     0.005021560.005025782.24394e-06, 0.00254924       0.481694    {-0.000371716,1.00516}, 
581     1.5024    1.5024       0.252402            1,0.000474921     0.004976261.85701e-06 0.00502156,   0.002524        0.48104    {1.00432,0.000476971}, 
582    1.49742    1.5024       0.249903 -0.000417884,          1     0.004971880.004976262.36333e-06, 0.00249901       0.481153    {-0.000415902,0.995256}, 
583    1.49742   1.49742       0.247429            1,0.000467617     0.004926832.07767e-06 0.00497188, 0.00247427       0.480525    {0.994379,0.000464989}, 
584     1.4925   1.49742       0.244979 -0.000385938,          1     0.004922610.004926832.30387e-06, 0.00244977       0.480653    {-0.000380292,0.985371}, 
585     1.4925    1.4925       0.242554            1,0.000475862     0.004878251.89982e-06 0.00492261, 0.00242552       0.480021    {0.984526,0.000468498}, 
586    1.48762    1.4925       0.240152 -0.000425665,          1     0.004873610.004878252.32137e-06,  0.0024015       0.480122    {-0.000415302,0.975653}, 
587    1.48762   1.48762       0.237774            1,0.000530666     0.004830082.07452e-06 0.00487361, 0.00237772       0.479542    {0.974725,0.000517254}, 
588    1.48279   1.48762        0.23542 -0.000453055,          1     0.004825440.004830082.56316e-06, 0.00235418       0.479599    {-0.000437661,0.96602}, 
589    1.48279    1.4828       0.233089            1, 0.00051322     0.004782162.18619e-06 0.00482544, 0.00233087       0.479031    {0.965091,0.000495304}, 
590    1.47801   1.48279       0.230781 -0.000434054,          1     0.004777520.00478216 2.4543e-06, 0.00230779       0.479101    {-0.000415146,0.956437}, 
591    1.47801   1.47802       0.228497            1,0.000541725     0.004734932.07371e-06 0.00477752, 0.00228495       0.478545    {0.955509,0.000517623}, 
592    1.47328   1.47801       0.226234 -0.000458402,          1     0.004730290.004734932.56503e-06, 0.00226232       0.478586    {-0.000434102,0.94699}, 
593    1.47328   1.47328       0.223994            1,0.000527301     0.004688112.16837e-06 0.00473029, 0.00223992       0.478041    {0.946062,0.000498859}, 
594    1.46859   1.47328       0.221777 -0.000472035,          1     0.004683470.004688112.47205e-06, 0.00221774       0.478078    {-0.000442592,0.937627}, 
595    1.46859    1.4686       0.219581            1,0.000523358     0.004641722.21076e-06 0.00468347, 0.00219579       0.477545    {0.936699,0.000490228}, 
596    1.46395   1.46859       0.217407 -0.000476072,          1     0.004637080.004641722.42928e-06, 0.00217405       0.477578    {-0.00044196,0.928347}, 
597    1.46395   1.46396       0.215254            1,0.000529201     0.004595582.20758e-06 0.00463708, 0.00215252       0.477057    {0.927419,0.000490791}, 
598    1.45936   1.46395       0.213123 -0.000436138,          1     0.004591360.004595582.43198e-06, 0.00213121       0.477102    {-0.000400863,0.91912}, 
599    1.45936   1.45936       0.211013            1,0.000488027     0.004549862.00247e-06 0.00459135, 0.00211011       0.476549    {0.918275,0.000448143}, 
600    1.45481   1.45936       0.208924 -0.000386897,          1     0.004545890.004549862.22045e-06, 0.00208922       0.476633    {-0.000352067,0.909975}, 
601    1.45481   1.45482       0.206855            1,0.000489256     0.004504811.75879e-06 0.00454589, 0.00206854       0.476063    {0.909182,0.000444823}, 
602    1.45031   1.45481       0.204807 -0.000387748,          1     0.004501010.004504812.20401e-06, 0.00204805       0.476143    {-0.000349348,0.900966}, 
603    1.45031   1.45031       0.202779            1,0.000461604     0.004460191.74526e-06 0.00450101, 0.00202778       0.475567    {0.900205,0.000415539}, 
604    1.44585   1.45031       0.200772 -0.000382125,          1     0.004456640.004460192.05884e-06,  0.0020077       0.475658    {-0.000340872,0.892041}, 
605    1.44585   1.44585       0.198784            1,0.000417395     0.00441582 1.703e-06 0.00445664, 0.00198782       0.475066    {0.891331,0.000372037}, 
606    1.44144   1.44585       0.196816 -0.000334426,          1     0.004412690.004415821.84314e-06, 0.00196814       0.475197    {-0.000295354,0.883167}, 
607    1.44144   1.44144       0.194867            1, 0.00037784     0.004371871.47572e-06 0.00441269, 0.00194866        0.47457    {0.882541,0.00033346}, 
608    1.43707   1.44144       0.192938  -0.00028146,          1     0.004369160.004371871.65187e-06, 0.00192936       0.474741    {-0.000246102,0.874377}, 
609    1.43707   1.43707       0.191027            1,0.000341778     0.004328341.22974e-06 0.00436916, 0.00191026       0.474078    {0.873835,0.000298658}, 
610    1.43274   1.43707       0.189136 -0.000224082,          1     0.004326150.004328341.47933e-06, 0.00189135       0.474289    {-0.000193981,0.865671}, 
611    1.43274   1.43274       0.187263            1,0.000285475     0.004285499.69412e-07 0.00432615, 0.00187263        0.47358    {0.865232,0.000247002}, 
612    1.42845   1.43274       0.185409 -0.000223884,          1      0.00428330.00428549 1.2234e-06, 0.00185408       0.473814    {-0.000191891,0.8571}, 
613    1.42845   1.42846       0.183574            1,0.000290241     0.004242899.58962e-07  0.0042833, 0.00183573       0.473113    {0.856661,0.000248638}, 
614    1.42421   1.42845       0.181756 -0.000184805,          1     0.004241120.004242891.23146e-06, 0.00181755       0.473359    {-0.000156822,0.848581}, 
615    1.42421   1.42421       0.179956            1,0.000235806     0.004200727.83778e-07 0.00424112, 0.00179956       0.472622    {0.848225,0.000200017}, 
616    1.42001   1.42421       0.178175 -0.000143991,          1     0.004199360.004200729.90555e-07, 0.00178174       0.472908    {-0.000120973,0.840145}, 
617    1.42001   1.42001       0.176411            1, 0.00018066     0.004158966.04669e-07 0.00419936,  0.0017641       0.472132    {0.839873,0.000151731}, 
618    1.41585   1.42001       0.174664 -0.000102949,          1     0.004157860.004158967.51357e-07, 0.00174663        0.47246    {-8.56323e-05,0.831793}, 
619    1.41585   1.41585       0.172935            1,0.000162225     0.004117884.28048e-07 0.00415786, 0.00172934       0.471663    {0.831573,0.000134902}, 
620    1.41174   1.41585       0.171222 -0.000126455,          1     0.004116520.004117886.68024e-07, 0.00171222       0.471985    {-0.000104146,0.823577}, 
621    1.41174   1.41174       0.169527            1,0.000204002     0.004077215.20557e-07 0.00411652, 0.00169527       0.471225    {0.823305,0.000167956}, 
622    1.40766   1.41174       0.167849 -0.000153637,          1      0.00407570.00407721 8.3176e-07, 0.00167848        0.47151    {-0.000125283,0.815444}, 
623    1.40766   1.40766       0.166187            1,0.000219711     0.004036816.26179e-07  0.0040757, 0.00166186       0.470777    {0.815141,0.000179095}, 
624    1.40362   1.40766       0.164541 -0.000144811,          1      0.00403530.004036818.86931e-07, 0.00164541       0.471055    {-0.000116915,0.807364}, 
625    1.40362   1.40362       0.162912            1,0.000232401     0.003996825.84357e-07  0.0040353, 0.00162912       0.470331    {0.80706,0.000187561}, 
626    1.39963   1.40362       0.161299 -0.000140497,          1     0.003995310.003996829.28865e-07, 0.00161299       0.470601    {-0.000112309,0.799366}, 
627    1.39963   1.39963       0.159702            1,0.000240586      0.00395715.61329e-07 0.00399531, 0.00159702       0.469886    {0.799063,0.000192244}, 
628    1.39567   1.39963       0.158121 -0.000101057,          1       0.003956 0.00395719.52023e-07,  0.0015812       0.470167    {-7.99785e-05,0.791421}, 
629    1.39567   1.39567       0.156556            1,0.000178115     0.003917793.99781e-07   0.003956, 0.00156555        0.46941    {0.791201,0.000140925}, 
630    1.39175   1.39567       0.155005 -6.70166e-05,          1     0.003917110.003917796.97817e-07, 0.00155005       0.469732    {-5.25114e-05,0.783559}, 
631    1.39175   1.39175       0.153471            1,0.000107522      0.00387892.62511e-07 0.00391711, 0.00153471       0.468933    {0.783423,8.42355e-05}, 
632    1.38787   1.39175       0.151951 -4.01495e-05,          1     0.00387806 0.00387894.17069e-07, 0.00151951       0.469297    {-3.11472e-05,0.77578}, 
633    1.38787   1.38788       0.150447            1,0.000176667     0.003840521.55702e-07 0.00387806, 0.00150447       0.468524    {0.775612,0.000137025}, 
634    1.38403   1.38787       0.148957 -4.90882e-05,          1     0.003839850.003840526.78494e-07, 0.00148957       0.468848    {-3.77049e-05,0.768106}, 
635    1.38403   1.38403       0.147482            1,0.000128917     0.003802311.88491e-07 0.00383985, 0.00147482       0.468063    {0.76797,9.90041e-05}, 
636    1.38023   1.38403       0.146022  1.47183e-06,          1     0.003802050.003802314.90181e-07, 0.00146022       0.468429    {1.11927e-06,0.760463}, 
637    1.38023   1.38023       0.144576            1,7.07434e-05     0.003764515.59597e-09 0.00380205, 0.00144576         0.4676    {0.76041,5.3794e-05}, 
638    1.37647   1.38023       0.143145  4.19063e-05,          1     0.003764510.003764512.66315e-07, 0.00143145       0.468009    {3.15514e-05,0.752903}, 
639    1.37647   1.37647       0.141728            1,4.26101e-05      0.00372741.57757e-07 0.00376451, 0.00141728       0.467154    {0.752903,3.20812e-05}, 
640    1.37274   1.37647       0.140324  4.15713e-07,          1     0.00372698 0.00372741.58825e-07, 0.00140324       0.467553    {3.09906e-07,0.74548}, 
641    1.37274   1.37274       0.138935            1,0.000113093     0.003690541.54935e-09 0.00372698, 0.00138935       0.466757    {0.745396,8.42993e-05}, 
642    1.36905   1.37274       0.137559  -1.2641e-05,          1     0.003690120.003690544.17375e-07, 0.00137559       0.467113    {-9.33046e-06,0.738108}, 
643    1.36905   1.36905       0.136198            1,0.000101845      0.00365414.6647e-08 0.00369012, 0.00136197       0.466325    {0.738024,7.5164e-05}, 
644     1.3654   1.36905       0.134849 -3.97801e-05,          1     0.00365342 0.00365413.72151e-07, 0.00134849       0.466669    {-2.90721e-05,0.73082}, 
645     1.3654    1.3654       0.133514            1,0.000146508     0.003617911.45334e-07 0.00365342, 0.00133514       0.465921    {0.730684,0.000107051}, 
646    1.36178    1.3654       0.132192 -3.91887e-05,          1     0.003617240.003617915.30052e-07, 0.00132192       0.466241    {-2.83563e-05,0.723584}, 
647    1.36178   1.36178       0.130883            1,0.000149381     0.003582311.41755e-07 0.00361724, 0.00130883         0.4655    {0.723447,0.000108069}, 
648     1.3582   1.36178       0.129587 -0.000100177,          1     0.003581210.003582315.35129e-07, 0.00129587       0.465787    {-7.17731e-05,0.716463}, 
649     1.3582    1.3582       0.128304            1,0.000207121      0.00354683.58755e-07 0.00358121, 0.00128304       0.465108    {0.716243,0.000148349}, 
650    1.35465    1.3582       0.127034 -9.00368e-05,          1     0.00354587 0.00354687.34617e-07, 0.00127033       0.465369    {-6.38687e-05,0.709362}, 
651    1.35465   1.35465       0.125776            1,0.000175785     0.003511463.19259e-07 0.00354587, 0.00125776       0.464677    {0.709174,0.000124662}, 
652    1.35114   1.35465       0.124531 -2.38159e-05,          1     0.003510780.00351146 6.1726e-07,  0.0012453        0.46498    {-1.67257e-05,0.702292}, 
653    1.35114   1.35114       0.123298            1,0.000170708     0.003476798.36123e-08 0.00351078, 0.00123298       0.464261    {0.702156,0.000119864}, 
654    1.34766   1.35114       0.122077 -5.21539e-05,          1     0.003476110.003476795.93516e-07, 0.00122077       0.464549    {-3.62656e-05,0.695359}, 
655    1.34766   1.34766       0.120868            1,0.000144241     0.003442541.81293e-07 0.00347611, 0.00120868       0.463837    {0.695222,0.00010028}, 
656    1.34422   1.34766       0.119672 -0.000102602,          1     0.003441440.003442544.96557e-07, 0.00119671       0.464111    {-7.06422e-05,0.688508}, 
657    1.34422   1.34422       0.118487            1,0.000217069     0.003408543.53098e-07 0.00344144, 0.00118487       0.463462    {0.688289,0.000149406}, 
658    1.34081   1.34422       0.117314 -0.000130618,          1     0.003407450.00340854 7.3989e-07, 0.00117313       0.463687    {-8.90438e-05,0.68171}, 
659    1.34081   1.34081       0.116152            1,0.000192906     0.003374714.45075e-07 0.00340745, 0.00116152       0.463046    {0.681491,0.000131464}, 
660    1.33744   1.34081       0.115002 -0.000105112,          1     0.003373620.003374716.51004e-07, 0.00115002       0.463289    {-7.09449e-05,0.674944}, 
661    1.33744   1.33744       0.113864            1,0.000221414      0.00334143.54609e-07 0.00337362, 0.00113863       0.462656    {0.674724,0.000149394}, 
662     1.3341   1.33744       0.112736  -0.00013489,          1     0.00334004 0.00334147.39833e-07, 0.00112736       0.462869    {-9.01444e-05,0.668281}, 
663     1.3341    1.3341        0.11162            1,0.000272576      0.00330854.50539e-07 0.00334004,  0.0011162       0.462279    {0.668009,0.000182083}, 
664    1.33079    1.3341       0.110515 -0.000192167,          1     0.00330673 0.00330859.01816e-07, 0.00110514       0.462439    {-0.000127157,0.661702}, 
665    1.33079   1.33079       0.109421            1,0.000346364     0.003276026.35442e-07 0.00330673,  0.0010942       0.461915    {0.661347,0.000229067}, 
666    1.32751   1.33079       0.108337 -0.000278728,          1     0.003273830.00327602 1.1347e-06, 0.00108337       0.461998    {-0.000182625,0.655206}, 
667    1.32751   1.32751       0.107265            1,0.000393626     0.003243549.1251e-07 0.00327383, 0.00107264       0.461542    {0.654768,0.000257733}, 
668    1.32427   1.32751       0.106203 -0.000265811,          1     0.003241350.003243541.27674e-06, 0.00106202       0.461606    {-0.000172435,0.648711}, 
669    1.32427   1.32427       0.105151            1,0.000413656     0.003211748.61588e-07 0.00324135, 0.00105151       0.461159    {0.648272,0.000268162}, 
670    1.32106   1.32427        0.10411 -0.000364201,          1     0.003209130.003211741.32856e-06, 0.00104109       0.461165    {-0.000233945,0.642351}, 
671    1.32106   1.32106       0.103079            1,0.000452582     0.003179941.16877e-06 0.00320913, 0.00103079       0.460787    {0.641829,0.00029048}, 
672    1.31788   1.32106       0.102059 -0.000363777,          1     0.003177330.003179941.43918e-06, 0.00102058       0.460773    {-0.000231359,0.635991}, 
673    1.31788   1.31788       0.101048            1,0.000461467      0.00314841.15584e-06 0.00317733, 0.00101047       0.460404    {0.635468,0.000293248}, 
674    1.31473   1.31788       0.100048 -0.000345047,          1     0.00314595 0.00314841.45288e-06, 0.00100047       0.460391    {-0.00021727,0.629682}, 
675    1.31473   1.31473      0.0990571            1,0.000437668     0.003117011.0855e-06 0.00314595,0.000990565       0.460008    {0.629191,0.000275377}, 
676    1.31162   1.31473      0.0980764  -0.00027648,          1     0.003114820.003117011.36422e-06,0.000980756       0.460035    {-0.000172359,0.623405}, 
677    1.31162   1.31162      0.0971053            1,0.000430813     0.003086318.61187e-07 0.00311482,0.000971048       0.459623    {0.622966,0.000268382}, 
678    1.30853   1.31162      0.0961439 -0.000327135,          1     0.003084120.003086311.32962e-06,0.000961431       0.459627    {-0.000201929,0.617264}, 
679    1.30853   1.30853       0.095192            1,0.000387096      0.00305561.00892e-06 0.00308412,0.000951914       0.459224    {0.616825,0.000238771}, 
680    1.30548   1.30853      0.0942495 -0.000277565,          1     0.00305341 0.00305561.18281e-06,0.000942488       0.459267    {-0.000169626,0.611122}, 
681    1.30548   1.30548      0.0933163            1,0.000443444     0.003025578.47519e-07 0.00305341,0.000933158       0.458873    {0.610684,0.000270804}, 
682    1.30245   1.30548      0.0923924 -0.000352758,          1     0.003022960.003025571.34167e-06,0.000923917       0.458853    {-0.00021346,0.605117}, 
683    1.30245   1.30245      0.0914777            1,0.000514342      0.00299581.06637e-06 0.00302296,0.000914771       0.458532    {0.604594,0.000310968}, 
684    1.29946   1.30245      0.0905719 -0.000415723,          1     0.00299293 0.00299581.54087e-06,0.000905711       0.458447    {-0.000249086,0.599163}, 
685    1.29946   1.29946      0.0896752            1,0.000547004     0.002966191.24423e-06 0.00299293,0.000896745       0.458175    {0.598589,0.00032743}, 
686    1.29649   1.29946      0.0887873 -0.000433063,          1     0.002963320.002966191.62252e-06,0.000887865       0.458065    {-0.000256911,0.593241}, 
687    1.29649   1.29649      0.0879083            1,0.000539496     0.002936841.28331e-06 0.00296332,0.000879076       0.457803    {0.592667,0.000319741}, 
688    1.29356   1.29649      0.0870379  -0.00043836,          1     0.002933970.002936841.58441e-06, 0.00087037       0.457691    {-0.000257479,0.58737}, 
689    1.29356   1.29356      0.0861761            1, 0.00054382     0.002907651.28613e-06 0.00293397,0.000861754       0.457438    {0.586796,0.000319112}, 
690    1.29065   1.29356      0.0853229 -0.000398409,          1     0.002905040.002907641.58124e-06,0.000853221        0.45734    {-0.000231688,0.581532}, 
691    1.29065   1.29065      0.0844781            1,0.000504538     0.002878711.15739e-06 0.00290504,0.000844775       0.457056    {0.581009,0.000293142}, 
692    1.28777   1.29065      0.0836417 -0.000347027,          1     0.002876520.002878711.45242e-06, 0.00083641       0.456997    {-0.000199799,0.575745}, 
693    1.28777   1.28777      0.0828136            1,0.000419071     0.002850049.98231e-07 0.00287652,0.000828131       0.456656    {0.575306,0.000241094}, 
694    1.28492   1.28777      0.0819937 -0.000284859,          1       0.0028480.002850041.19437e-06, 0.00081993       0.456661    {-0.000162372,0.570009}, 
695    1.28492   1.28493      0.0811819            1,0.000432053     0.002821788.1128e-07   0.002848,0.000811814       0.456304    {0.569602,0.000246099}, 
696     1.2821   1.28492      0.0803781 -0.000270992,          1     0.002820010.002821781.21916e-06,0.000803774       0.456306    {-0.000152936,0.564358}, 
697     1.2821    1.2821      0.0795823            1,0.000361422     0.002793687.64199e-07 0.00282001,0.000795818       0.455915    {0.564003,0.000203843}, 
698    1.27931    1.2821      0.0787943 -0.000212926,          1     0.002792170.00279368 1.0097e-06,0.000787938       0.455974    {-0.00011897,0.558738}, 
699    1.27931   1.27931      0.0780142            1,0.000332553      0.00276615.94525e-07 0.00279217,0.000780139       0.455549    {0.558435,0.000185709}, 
700    1.27654   1.27931      0.0772418 -0.000241843,          1     0.00276433 0.00276619.19876e-07,0.000772413       0.455604    {-0.000133793,0.553222}, 
701    1.27654   1.27655       0.076477            1,0.000402377     0.002738946.68534e-07 0.00276433,0.000764766       0.455229    {0.552867,0.000222461}, 
702    1.27381   1.27654      0.0757198 -0.000325448,          1     0.002736750.002738941.10209e-06,0.000757192       0.455213    {-0.000178277,0.54779}, 
703    1.27381   1.27381      0.0749701            1,0.000478698     0.002711788.9067e-07 0.00273675,0.000749697       0.454915    {0.547351,0.000262016}, 
704    1.27109   1.27381      0.0742278  -0.00030981,          1     0.002709590.002711781.29812e-06,0.000742272       0.454869    {-0.000168028,0.542358}, 
705     1.2711    1.2711      0.0734929            1,0.000503001     0.002685038.39457e-07 0.00270959,0.000734925        0.45458    {0.541919,0.000272586}, 
706    1.26841    1.2711      0.0727653 -0.000349735,          1     0.002682840.002685031.35057e-06,0.000727646       0.454502    {-0.000187811,0.537009}, 
707    1.26841   1.26841      0.0720448            1,0.000471327     0.002658559.38286e-07 0.00268284,0.000720444       0.454222    {0.53657,0.0002529}, 
708    1.26575   1.26841      0.0713315 -0.000387232,          1      0.00265610.002658551.25305e-06,0.000713309       0.454139    {-0.000205896,0.531712}, 
709    1.26575   1.26576      0.0706253            1,0.000539136     0.002632481.02853e-06  0.0026561,0.000706248       0.453912    {0.531222,0.000286401}, 
710    1.26312   1.26575       0.069926 -0.000485759,          1     0.002629620.002632481.41927e-06,0.000699253        0.45375    {-0.000255751,0.526499}, 
711    1.26312   1.26312      0.0692337            1,0.000609536     0.002606421.27736e-06 0.00262962,0.000692331       0.453605    {0.525925,0.00032057}, 
712    1.26052   1.26312      0.0685482 -0.000485335,          1     0.002603550.00260642 1.5887e-06,0.000685475       0.453409    {-0.000252998,0.521286}, 
713    1.26052   1.26052      0.0678695            1,0.000621426     0.002580611.26359e-06 0.00260355,0.000678689       0.453274    {0.520712,0.000323584}, 
714    1.25794   1.26052      0.0671976 -0.000484629,          1     0.002577610.002580611.60366e-06,0.000671968       0.453071    {-0.000250129,0.516125}, 
715    1.25794   1.25794      0.0665322            1,0.000683462     0.002555091.24919e-06 0.00257761,0.000665317       0.452969    {0.515525,0.000352342}, 
716    1.25538   1.25794      0.0658735 -0.000497544,          1     0.002552220.002555091.74631e-06,0.000658727       0.452729    {-0.000254255,0.511021}, 
717    1.25538   1.25539      0.0652213            1,0.000631925      0.00252971.26984e-06 0.00255222,0.000652207       0.452614    {0.510447,0.000322564}, 
718    1.25285   1.25538      0.0645756 -0.000460519,          1     0.00252704 0.00252971.59858e-06,0.000645748       0.452412    {-0.000232996,0.505943}, 
719    1.25286   1.25286      0.0639362            1,0.000596984     0.002504521.16375e-06 0.00252704,0.000639357       0.452269    {0.50541,0.000301722}, 
720    1.25035   1.25286      0.0633032 -0.000406251,          1      0.00250220.002504521.49516e-06,0.000633025       0.452105    {-0.000203494,0.500907}, 
721    1.25035   1.25035      0.0626764            1,0.000526167     0.002479681.01652e-06  0.0025022,0.000626759       0.451911    {0.500442,0.000263316}, 
722    1.24787   1.25035      0.0620559 -0.000387434,          1     0.002477360.002479681.30473e-06,0.000620553       0.451785    {-0.000192143,0.495938}, 
723    1.24787   1.24788      0.0614415            1,0.000553724     0.002455059.59813e-07 0.00247736, 0.00061441       0.451599    {0.495473,0.000274355}, 
724    1.24542   1.24787      0.0608331 -0.000354107,          1     0.002453060.002455051.35942e-06,0.000608325       0.451474    {-0.00017387,0.491011}, 
725    1.24542   1.24542      0.0602308            1,0.000458574     0.002430548.68646e-07 0.00245306,0.000602304       0.451235    {0.490614,0.000224983}, 
726    1.24299   1.24542      0.0596345  -0.00027186,          1     0.002428770.002430541.11458e-06, 0.00059634       0.451187    {-0.000132154,0.48611}, 
727    1.24299   1.24299       0.059044            1, 0.00046201     0.002406256.60286e-07 0.00242877,0.000590437       0.450917    {0.485755,0.000224424}, 
728    1.24058   1.24299      0.0584595 -0.000175583,          1     0.002404810.002406251.11171e-06, 0.00058459       0.450908    {-8.44995e-05,0.481252}, 
729    1.24058   1.24058      0.0578806            1,0.000424862      0.00238254.22244e-07 0.00240481,0.000578804       0.450584    {0.480964,0.000204343}, 
730     1.2382   1.24058      0.0573076 -0.000208113,          1     0.00238107 0.00238251.01223e-06,0.000573071       0.450574    {-9.91663e-05,0.476502}, 
731     1.2382    1.2382      0.0567402            1,0.000397955     0.002359094.95531e-07 0.00238107,  0.0005674       0.450257    {0.476214,0.000189512}, 
732    1.23584    1.2382      0.0561784 -0.000285277,          1     0.002357110.002359099.38812e-07, 0.00056178       0.450223    {-0.0001346,0.47182}, 
733    1.23584   1.23584      0.0556222            1,0.000559009     0.002335696.7243e-07 0.00235711,0.000556219       0.450017    {0.471424,0.00026353}, 
734    1.23351   1.23584      0.0550715 -0.000264622,          1     0.002333910.002335681.30567e-06,0.000550709       0.449918    {-0.000123615,0.467139}, 
