
Eps: 0.001
  i          x         y         f(x,y)                  (s1,s2)         lambda              x2-x1, y2-y1, f2-f1          angle                grad
929    1.08895   1.08895     0.00791135            1,2.95239e-05     0.000880661.37246e-090.000889432,7.91135e-05       0.428731    {0.177886,5.25189e-06}, 
930    1.08807   1.08895     0.00783302 -9.92875e-06,          1     0.000880620.000880662.60005e-08,7.83302e-05       0.428819    {-1.74877e-06,0.176132}, 
931    1.08807   1.08807     0.00775547            1,3.57315e-05    0.0008719288.74345e-09 0.00088062,7.75546e-05       0.428597    {0.176124,6.29317e-06}, 
932    1.08719   1.08807     0.00767868  4.50678e-06,          1    0.0008718880.0008719283.11553e-08,7.67867e-05       0.428688    {7.85918e-07,0.174386}, 
933    1.08719   1.08719     0.00760265            1,5.06833e-05    0.0008633253.92941e-090.000871888,7.60265e-05       0.428468    {0.174378,8.83803e-06}, 
934    1.08633   1.08719     0.00752738 -3.11029e-05,          1    0.0008632210.0008633254.37561e-08,7.52737e-05       0.428536    {-5.37039e-06,0.172665}, 
935    1.08633   1.08633     0.00745285            1,9.05642e-05    0.0008547872.68487e-080.000863221,7.45285e-05       0.428351    {0.172644,1.56354e-05}, 
936    1.08548   1.08633     0.00737906 -4.30421e-05,          1    0.0008546980.0008547877.74131e-08,7.37905e-05       0.428396    {-7.35838e-06,0.170958}, 
937    1.08548   1.08548       0.007306            1,6.23677e-05    0.0008463043.6788e-080.000854698,7.30599e-05       0.428206    {0.17094,1.06611e-05}, 
938    1.08463   1.08548     0.00723366 -1.94366e-05,          1    0.0008462240.000846304 5.2782e-08,7.23365e-05       0.428272    {-3.28986e-06,0.169261}, 
939    1.08463   1.08463     0.00716204            1,7.56013e-05    0.0008379361.64477e-080.000846224,7.16204e-05        0.42808    {0.169245,1.27951e-05}, 
940    1.08379   1.08463     0.00709113 -3.22062e-05,          1    0.0008378310.000837936 6.3349e-08,7.09112e-05       0.428134    {-5.39735e-06,0.167587}, 
941    1.08379   1.08379     0.00702092            1,9.33763e-05    0.0008296472.69833e-080.000837831,7.02092e-05       0.427957    {0.167566,1.56467e-05}, 
942    1.08296   1.08379     0.00695141 -4.15424e-05,          1    0.0008295420.0008296477.74694e-08, 6.9514e-05       0.427999    {-6.89311e-06,0.165929}, 
943    1.08296   1.08296     0.00688258            1,8.54597e-05    0.0008214233.44612e-080.000829542,6.88258e-05       0.427824    {0.165908,1.41785e-05}, 
944    1.08214   1.08296     0.00681444 -2.92943e-05,          1    0.0008213580.0008214237.01985e-08,6.81443e-05       0.427873    {-4.8126e-06,0.164285}, 
945    1.08214   1.08214     0.00674697            1,5.02482e-05    0.0008132632.40611e-080.000821358,6.74697e-05       0.427681    {0.164272,8.25435e-06}, 
946    1.08133   1.08214     0.00668017  4.18706e-06,          1    0.0008132380.000813263 4.0865e-08,6.68016e-05       0.427759    {6.81037e-07,0.162653}, 
947    1.08133   1.08133     0.00661403            1,3.50472e-05    0.0008052083.40508e-090.000813238,6.61403e-05       0.427547    {0.162648,5.70034e-06}, 
948    1.08052   1.08133     0.00654854   7.9431e-06,          1    0.0008051830.0008052082.82203e-08,6.54854e-05       0.427632    {1.27917e-06,0.161042}, 
949    1.08052   1.08052     0.00648371            1, 3.8957e-05    0.0007972336.39565e-090.000805183,6.48371e-05       0.427423    {0.161037,6.2735e-06}, 
950    1.07972   1.08052     0.00641951  1.13556e-05,          1    0.0007972330.0007972333.10578e-08,6.41951e-05       0.427507    {1.81061e-06,0.159447}, 
951    1.07972   1.07972     0.00635595            1,1.17434e-05    0.0007893079.05305e-090.000797233,6.35595e-05       0.427287    {0.159447,1.87244e-06}, 
952    1.07893   1.07972     0.00629302  5.29618e-05,          1    0.0007893470.0007893079.26914e-09,6.29302e-05       0.427399    {8.36063e-06,0.157861}, 
953    1.07893   1.07893     0.00623071            1,2.46874e-06    0.0007815014.18053e-080.000789347,6.23072e-05       0.427159    {0.157869,3.89739e-07}, 
954    1.07815   1.07893     0.00616902  4.13175e-05,          1    0.0007815260.0007815011.92933e-09,6.16902e-05       0.427269    {6.45793e-06,0.1563}, 
955    1.07815   1.07815     0.00610794            1,9.74993e-06     0.000773763.22907e-080.000781526,6.10795e-05        0.42704    {0.156305,1.52396e-06}, 
956    1.07738   1.07815     0.00604747  4.58951e-05,          1    0.0007737850.000773767.54411e-09,6.04747e-05       0.427148    {7.10236e-06,0.154752}, 
957    1.07738   1.07738     0.00598759            1,1.40847e-05    0.0007661083.55129e-080.000773785, 5.9876e-05        0.42692    {0.154757,2.17971e-06}, 
958    1.07661   1.07738     0.00592831  3.38228e-05,          1    0.0007661080.0007661081.07904e-08,5.92831e-05        0.42702    {5.18239e-06,0.153222}, 
959    1.07661   1.07661     0.00586961            1,3.39644e-05    0.0007585362.59119e-080.000766108,5.86962e-05       0.426808    {0.153222,5.20408e-06}, 
960    1.07585   1.07661      0.0058115   1.5965e-05,          1    0.0007585360.0007585362.57632e-08,5.81149e-05       0.426891    {2.42201e-06,0.151707}, 
961    1.07585   1.07585     0.00575396            1,1.63036e-05    0.0007510291.21101e-080.000758536,5.75396e-05       0.426681    {0.151707,2.47338e-06}, 
962     1.0751   1.07585     0.00569699   1.2198e-05,          1    0.0007510290.0007510291.22445e-08,5.69699e-05        0.42677    {1.83221e-06,0.150206}, 
963     1.0751    1.0751     0.00564058            1,1.23609e-05    0.0007435869.16106e-090.000751029,5.64058e-05       0.426562    {0.150206,1.85668e-06}, 
964    1.07436    1.0751     0.00558474  2.14134e-05,          1    0.0007435860.0007435869.19141e-09,5.58473e-05       0.426654    {3.18455e-06,0.148717}, 
965    1.07436   1.07436     0.00552944            1,2.15373e-05    0.0007362231.59227e-080.000743586,5.52944e-05       0.426448    {0.148717,3.20297e-06}, 
966    1.07362   1.07436     0.00547469  2.20673e-05,          1    0.0007362230.0007362231.58563e-08,5.47469e-05       0.426537    {3.24929e-06,0.147245}, 
967    1.07362   1.07362     0.00542049            1,2.22827e-05     0.000728951.62465e-080.000736223,5.42049e-05       0.426333    {0.147245,3.28101e-06}, 
968     1.0729   1.07362     0.00536682  4.38861e-08,          1     0.000728910.00072895 1.6243e-08,5.36682e-05        0.42641    {6.39815e-09,0.14579}, 
969     1.0729    1.0729     0.00531368            1,5.50748e-05    0.0007217563.19891e-11 0.00072891,5.31368e-05       0.426232    {0.145782,8.02891e-06}, 
970    1.07217    1.0729     0.00526107 -3.35483e-05,          1    0.0007216770.0007217563.97506e-08,5.26107e-05        0.42628    {-4.84274e-06,0.144351}, 
971    1.07217   1.07217     0.00520898            1, 7.7713e-05    0.0007146282.4211e-080.000721677,5.20898e-05       0.426127    {0.144335,1.12167e-05}, 
972    1.07146   1.07217     0.00515741 -5.80599e-05,          1    0.0007145230.0007146285.55358e-08, 5.1574e-05       0.426155    {-8.29824e-06,0.142926}, 
973    1.07146   1.07146     0.00510635            1, 8.9086e-05    0.0007075234.14851e-080.000714523,5.10634e-05       0.426019    {0.142905,1.27308e-05}, 
974    1.07075   1.07146     0.00505579 -1.71966e-05,          1    0.0007074590.0007075236.30304e-08,5.05578e-05       0.426059    {-2.43341e-06,0.141505}, 
975    1.07075   1.07075     0.00500573            1,7.50525e-05    0.0007005241.21659e-080.000707459,5.00573e-05       0.425901    {0.141492,1.06193e-05}, 
976    1.07005   1.07075     0.00495617 -2.50593e-05,          1    0.0007004590.0007005245.25761e-08,4.95616e-05       0.425943    {-3.51093e-06,0.140105}, 
977    1.07005   1.07005      0.0049071            1,6.79658e-05    0.0006936041.7553e-080.000700459, 4.9071e-05       0.425788    {0.140092,9.52146e-06}, 
978    1.06936   1.07005     0.00485851 -4.85011e-05,          1    0.0006934990.0006936044.71414e-08,4.85851e-05       0.425821    {-6.72812e-06,0.138721}, 
979    1.06936   1.06936     0.00481041            1,0.000102988    0.0006867493.36355e-080.000693499,4.81041e-05       0.425693    {0.1387,1.42844e-05}, 
980    1.06867   1.06936     0.00476278 -6.68918e-05,          1    0.0006866440.0006867497.07267e-08,4.76277e-05       0.425703    {-9.18758e-06,0.13735}, 
981    1.06867   1.06867     0.00471563            1,8.64414e-05    0.0006799194.59309e-080.000686644,4.71562e-05       0.425577    {0.137329,1.18709e-05}, 
982    1.06799   1.06867     0.00466894 -2.08249e-05,          1    0.0006798540.0006799195.87731e-08,4.66893e-05       0.425613    {-2.83185e-06,0.135984}, 
983    1.06799   1.06799     0.00462271            1,7.51084e-05    0.0006731931.41579e-080.000679854,4.62271e-05       0.425464    {0.135971,1.02125e-05}, 
984    1.06732   1.06799     0.00457694 -2.98054e-05,          1    0.0006731280.0006731935.05624e-08,4.57693e-05         0.4255    {-4.01296e-06,0.134639}, 
985    1.06732   1.06732     0.00453162            1,6.69671e-05    0.0006665072.00629e-080.000673128,4.53162e-05       0.425354    {0.134626,9.01549e-06}, 
986    1.06665   1.06732     0.00448676  1.45911e-06,          1    0.0006664670.000666507 4.4634e-08,4.48675e-05       0.425406    {1.94501e-07,0.133301}, 
987    1.06665   1.06665     0.00444233            1,6.20662e-05    0.0006599069.72447e-100.000666467,4.44233e-05       0.425246    {0.133293,8.27301e-06}, 
988    1.06599   1.06665     0.00439835  4.81028e-06,          1    0.0006598530.0006599064.09578e-08,4.39834e-05         0.4253    {6.34866e-07,0.131981}, 
989    1.06599   1.06599      0.0043548            1,8.46797e-05    0.0006533693.17408e-090.000659853, 4.3548e-05        0.42515    {0.131971,1.11752e-05}, 
990    1.06534   1.06599     0.00431168  9.03278e-06,          1    0.0006533370.0006533695.53271e-08,4.31168e-05       0.425197    {1.18035e-06,0.130674}, 
991    1.06534   1.06534     0.00426899            1,  5.934e-05    0.0006469055.90145e-090.000653337,  4.269e-05       0.425036    {0.130667,7.7538e-06}, 
992    1.06469   1.06534     0.00422673  1.97957e-06,          1    0.0006468520.0006469053.83873e-08,4.22672e-05       0.425089    {2.56118e-07,0.129381}, 
993    1.06469   1.06469     0.00418488            1,8.34149e-05    0.0006405051.28049e-090.000646852,4.18488e-05       0.424943    {0.12937,1.07914e-05}, 
994    1.06405   1.06469     0.00414344 -6.63858e-06,          1    0.0006404730.0006405055.34277e-08,4.14344e-05       0.424981    {-8.5041e-07,0.128101}, 
995    1.06405   1.06405     0.00410242            1,4.46486e-05    0.0006341254.25183e-090.000640473,4.10242e-05       0.424824    {0.128095,5.71924e-06}, 
996    1.06342   1.06405      0.0040618  5.43795e-05,          1    0.0006341780.0006341252.83128e-08, 4.0618e-05       0.424905    {6.89669e-06,0.126825}, 
997    1.06342   1.06342     0.00402159            1,-2.7636e-05     0.000627833.44863e-080.000634178,4.02159e-05       0.424693    {0.126835,-3.50522e-06}, 
998    1.06279   1.06342     0.00398177  8.18366e-05,          1    0.0006279150.000627831.73507e-08,3.98177e-05       0.424814    {1.02759e-05,0.125566}, 
999    1.06279   1.06279     0.00394235            1,-5.31984e-05    0.0006215685.13864e-080.000627915,3.94235e-05       0.424582    {0.125583,-6.6808e-06}, 
1000    1.06217   1.06279     0.00390331  0.000157856,          1    0.0006217040.0006215683.30664e-08,3.90332e-05       0.424746    {1.96236e-05,0.124313}, 
1001    1.06217   1.06217     0.00386467            1,-6.28987e-05    0.0006154099.81395e-080.000621704,3.86468e-05       0.424478    {0.124341,-7.82086e-06}, 
1002    1.06155   1.06217      0.0038264  0.000164563,          1    0.0006155790.0006154093.87084e-08,3.82641e-05       0.424649    {2.02548e-05,0.123082}, 
1003    1.06155   1.06155     0.00378852            1,-0.000110987    0.0006092831.01302e-070.000615579,3.78853e-05       0.424359    {0.123116,-1.36642e-05}, 
1004    1.06094   1.06155     0.00375101  0.000219246,          1    0.0006095050.0006092836.76223e-08,3.75101e-05       0.424573    {2.67165e-05,0.121857}, 
1005    1.06094   1.06094     0.00371387            1,-0.000145342    0.0006032621.33631e-070.000609505,3.71388e-05       0.424247    {0.121901,-1.77173e-05}, 
1006    1.06034   1.06094      0.0036771  0.000200733,          1    0.0006034840.0006032628.76792e-08,3.67711e-05       0.424467    {2.42189e-05,0.120652}, 
1007    1.06034   1.06034     0.00364069            1,-0.000167846    0.0005972731.21139e-070.000603484, 3.6407e-05       0.424141    {0.120697,-2.02584e-05}, 
1008    1.05974   1.06034     0.00360464   0.00022808,          1    0.0005974950.000597273 1.0025e-07,3.60465e-05       0.424381    {2.72451e-05,0.119454}, 
1009    1.05974   1.05974     0.00356895            1,-0.000144418    0.0005913691.36276e-070.000597495,3.56897e-05       0.424056    {0.119499,-1.72577e-05}, 
1010    1.05915   1.05974     0.00353362   0.00021194,          1    0.0005915580.0005913698.54041e-08,3.53363e-05       0.424278    {2.5067e-05,0.118274}, 
1011    1.05915   1.05915     0.00349863            1,-0.000109392    0.0005855171.25375e-070.000591558,3.49865e-05       0.423976    {0.118311,-1.29423e-05}, 
1012    1.05856   1.05915     0.00346399  0.000206161,          1    0.0005857060.0005855176.40507e-08,  3.464e-05        0.42418    {2.41421e-05,0.117103}, 
1013    1.05856   1.05856     0.00342969            1,-0.000117997    0.0005797171.2075e-070.000585706,3.42971e-05       0.423878    {0.117141,-1.38222e-05}, 
1014    1.05798   1.05856     0.00339574  0.000210631,          1    0.0005799060.0005797176.84047e-08,3.39574e-05       0.424087    {2.44213e-05,0.115943}, 
1015    1.05798   1.05798     0.00336211            1,-0.000116847    0.0005740021.22147e-070.000579906,3.36213e-05       0.423786    {0.115981,-1.35521e-05}, 
1016    1.05741   1.05798     0.00332883  0.000167176,          1    0.0005741390.0005740026.70706e-08,3.32883e-05       0.423975    {1.91919e-05,0.1148}, 
1017    1.05741   1.05741     0.00329587            1,-7.24847e-05    0.0005683399.59825e-080.000574139,3.29588e-05       0.423712    {0.114828,-8.32324e-06}, 
1018    1.05684   1.05741     0.00326323   0.00013047,          1    0.0005684560.0005683394.11959e-08,3.26324e-05       0.423867    {1.48302e-05,0.113668}, 
1019    1.05684   1.05684     0.00323093            1,-7.59747e-05    0.0005627097.41664e-080.000568456,3.23093e-05        0.42362    {0.113691,-8.63764e-06}, 
1020    1.05628   1.05684     0.00319894  0.000136542,          1    0.0005628460.0005627094.27516e-08,3.19894e-05       0.423777    {1.53667e-05,0.112542}, 
1021    1.05628   1.05628     0.00316726            1,-0.000107479    0.0005571117.68521e-080.000562846,3.16727e-05       0.423516    {0.112569,-1.20988e-05}, 
1022    1.05572   1.05628      0.0031359  0.000185448,          1      0.00055730.0005571115.98776e-08,3.13591e-05       0.423707    {2.06629e-05,0.111422}, 
1023    1.05572   1.05572     0.00310486            1,-0.000155158    0.0005515851.0335e-07  0.0005573,3.10487e-05       0.423406    {0.11146,-1.72938e-05}, 
1024    1.05517   1.05572     0.00307411  0.000204159,          1    0.0005517540.0005515858.55827e-08,3.07412e-05       0.423624    {2.25222e-05,0.110317}, 
1025    1.05517   1.05517     0.00304368            1,-0.000104159    0.0005461231.12646e-070.000551754,3.04369e-05       0.423339    {0.110351,-1.1494e-05}, 
1026    1.05462   1.05517     0.00301354  0.000203631,          1    0.0005463130.0005461235.68835e-08,3.01355e-05       0.423535    {2.22415e-05,0.109225}, 
1027    1.05462   1.05462      0.0029837            1,-0.000143766    0.0005406821.11246e-070.000546313,2.98372e-05       0.423234    {0.109262,-1.57082e-05}, 
1028    1.05408   1.05462     0.00295416  0.000267783,          1    0.0005409040.0005406827.77315e-08,2.95417e-05       0.423473    {2.89571e-05,0.108136}, 
